CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
U44318DL2009PLC976600,VENTURES FINANCE ENTERPRISES OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,13/02/2009,45068754,23652869,Amalgamated,CONSTRUCTION,"A-101, Anna Salai, Satellite, Delhi - 546109",ROC-DELHI
U87264DL2006PLC242651,EDUCATION FINANCE PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,15/07/2006,27127406,17472481,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"C-303, Brigade Road, Whitefield, Delhi - 492053",ROC-DELHI
L82602DL2009PLC597429,INTERNATIONAL SYSTEMS GLOBAL LIMITED,Private,Unlimited Company,Non-govt company,10/10/2009,41374087,6403624,Under Liquidation,CONSTRUCTION,"A-101, Park Street, Adyar, Delhi - 505999",ROC-DELHI
L28092DL2006PTC867460,ENTERPRISES OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,21/09/2006,33685196,8331297,Under Liquidation,MANUFACTURING (TEXTILES),"B-202, MG Road, Whitefield, Delhi - 400365",ROC-DELHI
L20141DL2008PTC108440,TECHNOLOGIES OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,24/02/2008,5359567,11995499,Dissolved,FINANCIAL SERVICE ACTIVITIES,"C-303, Anna Salai, Andheri, Delhi - 404336",ROC-DELHI
U77447DL2024PLC811175,SOLUTIONS CHEMICALS PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,16/07/2024,36435228,9104131,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Park Street, Satellite, Delhi - 419587",ROC-DELHI
U76132DL2011PTC935979,CAPITAL DEVELOPERS CHEMICALS LIMITED,Private,Company limited by guarantee,Non-govt company,16/02/2011,12612505,1661721,Active,EDUCATION,"E-505, Link Road, Satellite, Delhi - 467150",ROC-DELHI
L55061DL2002PTC365270,TECH SOLUTIONS LIMITED,Public,Company limited by guarantee,State Govt company,01/11/2002,47873051,20349419,Active,ACCOMMODATION AND FOOD SERVICE,"A-101, Brigade Road, Whitefield, Delhi - 477141",ROC-DELHI
L96643DL2016PLC668015,CHEMICALS ENTERPRISES OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,18/01/2016,26000987,10829448,Strike Off,MANUFACTURING (TEXTILES),"B-202, Link Road, Borivali, Delhi - 496846",ROC-DELHI
L19498DL2013PLC106019,TEXTILES INNOVATIONS TECH OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,12/06/2013,7541216,24920050,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, Link Road, Adyar, Delhi - 527402",ROC-DELHI
U63107DL2004PTC875378,TEXTILES GLOBAL MANUFACTURING PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,17/01/2004,44951263,68651,Under Liquidation,REAL ESTATE ACTIVITIES,"C-303, Brigade Road, Andheri, Delhi - 556523",ROC-DELHI
L35939DL2010PLC226264,CAPITAL INDIA PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,09/11/2010,30332858,2225156,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, MG Road, Whitefield, Delhi - 486379",ROC-DELHI
U83602DL2010PTC864621,EXPORTS EDUCATION OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,17/09/2010,16534874,8660231,Active,CONSTRUCTION,"B-202, Anna Salai, Whitefield, Delhi - 529734",ROC-DELHI
L57003DL2012PLC166745,CONSTRUCTIONS HEALTHCARE VENTURES OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,12/10/2012,4078818,22426525,Amalgamated,CONSTRUCTION,"D-404, MG Road, Adyar, Delhi - 525317",ROC-DELHI
L68823DL2007PLC187441,TECHNOLOGIES MANUFACTURING OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,16/03/2007,37037084,22379935,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"A-101, Link Road, Satellite, Delhi - 441770",ROC-DELHI
U81479DL2002PTC289007,HEALTHCARE LIMITED,Private,Company limited by shares,Non-govt company,10/09/2002,40854941,16398965,Dissolved,WHOLESALE TRADE,"A-101, Brigade Road, Andheri, Delhi - 489901",ROC-DELHI
L72200DL2015PTC355535,SERVICES LIMITED,Public,Unlimited Company,Non-govt company,11/12/2015,22083337,10793911,Dissolved,MANUFACTURING (FOOD PRODUCTS),"E-505, MG Road, Andheri, Delhi - 460318",ROC-DELHI
L10890DL2010PLC251814,TRADING REALTY FINANCE LIMITED,Private,Company limited by shares,Non-govt company,25/04/2010,39585351,10754981,Active,ACCOMMODATION AND FOOD SERVICE,"D-404, MG Road, Borivali, Delhi - 542147",ROC-DELHI
U36926DL2009OPC546694,VENTURES TRADING PRIVATE LIMITED,Public,Company limited by shares,State Govt company,13/11/2009,48511823,6892870,Dissolved,COMPUTER PROGRAMMING,"A-101, Anna Salai, Borivali, Delhi - 531549",ROC-DELHI
U73818DL2021PTC184593,REALTY INVESTMENTS SERVICES PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,26/08/2021,6418018,14953346,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"D-404, Park Street, Borivali, Delhi - 429337",ROC-DELHI
U73228DL2010PTC518325,REALTY PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,21/07/2010,30589556,9103891,Active,COMPUTER PROGRAMMING,"A-101, MG Road, Adyar, Delhi - 488936",ROC-DELHI
U53335DL2018PTC308717,CORPORATIONS TECHNOLOGIES OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,22/08/2018,36281250,2795969,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Anna Salai, Borivali, Delhi - 442367",ROC-DELHI
U19819DL2006PTC226327,INDUSTRIES LIMITED,Public,Company limited by shares,State Govt company,01/11/2006,36208812,17907688,Under Liquidation,ACCOMMODATION AND FOOD SERVICE,"C-303, Park Street, Satellite, Delhi - 534317",ROC-DELHI
U45823DL2016PLC645301,DEVELOPERS INDIA LIMITED,Private,Company limited by guarantee,Non-govt company,23/05/2016,48214786,4663924,Dissolved,INFORMATION SERVICE ACTIVITIES,"A-101, Brigade Road, Satellite, Delhi - 532031",ROC-DELHI
L69000DL2006OPC195040,REALTY LIMITED,Public,Company limited by shares,State Govt company,22/03/2006,22502691,21132294,Active,RETAIL TRADE,"C-303, Anna Salai, Borivali, Delhi - 446563",ROC-DELHI
L47304DL2013OPC400374,INVESTMENTS EXPORTS PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,06/03/2013,29114457,15558302,Active,MANUFACTURING (TEXTILES),"B-202, Anna Salai, Borivali, Delhi - 424830",ROC-DELHI
U43855DL2024PLC116797,EDUCATION FINANCE CAPITAL LIMITED,Private,Company limited by guarantee,Non-govt company,04/05/2024,21460635,3732970,Dissolved,ACCOMMODATION AND FOOD SERVICE,"B-202, Brigade Road, Borivali, Delhi - 476375",ROC-DELHI
U48204DL2013OPC861258,FOODS IMPORTS FINANCE OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,02/12/2013,43439804,16309594,Under Liquidation,REAL ESTATE ACTIVITIES,"C-303, Brigade Road, Satellite, Delhi - 524783",ROC-DELHI
U26359DL2009OPC220449,TECHNOLOGIES LIMITED,Private,Unlimited Company,State Govt company,21/04/2009,48397183,1910731,Amalgamated,RETAIL TRADE,"C-303, Link Road, Adyar, Delhi - 529496",ROC-DELHI
U59831DL2000PLC349945,IMPORTS INNOVATIONS SOLUTIONS PRIVATE LIMITED,Private,Unlimited Company,State Govt company,28/07/2000,10566277,3433343,Under Liquidation,MANUFACTURING (TEXTILES),"B-202, Brigade Road, Borivali, Delhi - 463067",ROC-DELHI
L28013DL2010OPC983147,INVESTMENTS EXPORTS PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,04/01/2010,48874904,1396421,Under Liquidation,ACCOMMODATION AND FOOD SERVICE,"E-505, Brigade Road, Satellite, Delhi - 520948",ROC-DELHI
U63419DL2021PLC201960,TECH LIMITED,One Person Company,Company limited by guarantee,Non-govt company,10/11/2021,21149768,17499538,Under Liquidation,MANUFACTURING (TEXTILES),"C-303, Brigade Road, Borivali, Delhi - 555699",ROC-DELHI
U69360DL2020OPC526268,INVESTMENTS PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,08/03/2020,17127498,23669873,Strike Off,ACCOMMODATION AND FOOD SERVICE,"C-303, Anna Salai, Satellite, Delhi - 452220",ROC-DELHI
L73091DL2005PLC912996,INVESTMENTS PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,30/08/2005,41766252,20899808,Under Liquidation,EDUCATION,"C-303, Anna Salai, Satellite, Delhi - 527535",ROC-DELHI
L71524DL2011OPC942961,FOODS INDUSTRIES CHEMICALS LIMITED,Private,Company limited by shares,State Govt company,28/03/2011,44907869,20539423,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, Park Street, Whitefield, Delhi - 541995",ROC-DELHI
L89416DL2007OPC752998,INTERNATIONAL SERVICES PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,18/02/2007,18444041,3782269,Dissolved,EDUCATION,"D-404, Brigade Road, Borivali, Delhi - 414206",ROC-DELHI
L81768DL2010OPC128042,VENTURES SYSTEMS TEXTILES PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,23/11/2010,33755581,12425170,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, Brigade Road, Borivali, Delhi - 508726",ROC-DELHI
L17958DL2000PLC766898,MANUFACTURING OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,29/06/2000,12067220,19172491,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"E-505, Link Road, Whitefield, Delhi - 518208",ROC-DELHI
U68999DL2000OPC526349,CORPORATIONS CHEMICALS PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,12/06/2000,30124351,11061231,Dissolved,EDUCATION,"D-404, Anna Salai, Borivali, Delhi - 478728",ROC-DELHI
L29521DL2005PTC568039,FOODS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,27/03/2005,9484745,14566780,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"B-202, Link Road, Whitefield, Delhi - 433135",ROC-DELHI
U90488DL2010PTC397439,INDIA SERVICES PRIVATE LIMITED,Private,Company limited by shares,State Govt company,24/04/2010,2344277,20964503,Active,COMPUTER PROGRAMMING,"B-202, Anna Salai, Adyar, Delhi - 486223",ROC-DELHI
L50709DL2021OPC463266,DEVELOPERS PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,12/03/2021,30547313,15310848,Active,ACCOMMODATION AND FOOD SERVICE,"E-505, Park Street, Borivali, Delhi - 525335",ROC-DELHI
U58358DL2004OPC873929,DEVELOPERS REALTY LIMITED,Private,Company limited by guarantee,Non-govt company,11/10/2004,48012516,3893131,Strike Off,WHOLESALE TRADE,"D-404, Park Street, Satellite, Delhi - 430673",ROC-DELHI
L72289DL2010PLC361569,SOLUTIONS INNOVATIONS LIMITED,Private,Unlimited Company,State Govt company,05/07/2010,48175266,5980724,Strike Off,WHOLESALE TRADE,"A-101, MG Road, Satellite, Delhi - 421521",ROC-DELHI
U42779DL2021PTC925194,TECHNOLOGIES OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,24/01/2021,32390733,9245561,Strike Off,ACCOMMODATION AND FOOD SERVICE,"D-404, MG Road, Satellite, Delhi - 536091",ROC-DELHI
U53062DL2017PTC474679,ENTERPRISES OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,22/10/2017,22975297,19189570,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Link Road, Whitefield, Delhi - 529821",ROC-DELHI
L36055DL2020PTC996420,TECH ENTERPRISES CAPITAL LIMITED,One Person Company,Unlimited Company,Non-govt company,20/04/2020,37223621,17307563,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Brigade Road, Satellite, Delhi - 404735",ROC-DELHI
U29118DL2006OPC684184,CORPORATIONS OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,25/10/2006,866776,833620,Dissolved,MANUFACTURING (TEXTILES),"B-202, Link Road, Andheri, Delhi - 421195",ROC-DELHI
L69286DL2016OPC314735,VENTURES OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,29/05/2016,19728443,17741023,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, MG Road, Whitefield, Delhi - 543215",ROC-DELHI
U75442DL2021PLC872958,EDUCATION CAPITAL LIMITED,Public,Unlimited Company,Non-govt company,17/10/2021,41184304,16712213,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, MG Road, Whitefield, Delhi - 429779",ROC-DELHI
L27449DL2000PLC399402,IMPORTS PHARMA LIMITED,Public,Company limited by guarantee,State Govt company,20/02/2000,42798648,6191891,Strike Off,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, MG Road, Adyar, Delhi - 556018",ROC-DELHI
U97505DL2007PTC693695,MANUFACTURING INDIA PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,12/09/2007,25559707,22893767,Strike Off,ACCOMMODATION AND FOOD SERVICE,"D-404, Link Road, Whitefield, Delhi - 432024",ROC-DELHI
U81789DL2011PTC137045,CONSTRUCTIONS LIMITED,Public,Company limited by shares,State Govt company,11/09/2011,36352652,3935400,Under Liquidation,REAL ESTATE ACTIVITIES,"C-303, MG Road, Satellite, Delhi - 440062",ROC-DELHI
U94836DL2004PTC743651,INDUSTRIES VENTURES OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,14/05/2004,29353921,22925214,Active,ACCOMMODATION AND FOOD SERVICE,"E-505, Link Road, Adyar, Delhi - 488568",ROC-DELHI
U96622DL2011PTC896693,FINANCE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,27/03/2011,42719972,12432124,Active,MANUFACTURING (FOOD PRODUCTS),"B-202, Anna Salai, Whitefield, Delhi - 544303",ROC-DELHI
U96987DL2008PTC390940,CAPITAL INNOVATIONS HEALTHCARE PRIVATE LIMITED,Public,Unlimited Company,State Govt company,01/06/2008,38125633,2678289,Active,MANUFACTURING (FOOD PRODUCTS),"C-303, Anna Salai, Whitefield, Delhi - 464352",ROC-DELHI
U14504DL2004PTC126514,INDIA FINANCE EDUCATION OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,02/03/2004,15202468,9612845,Active,MANUFACTURING (TEXTILES),"E-505, MG Road, Borivali, Delhi - 447305",ROC-DELHI
U42781DL2021OPC248264,INNOVATIONS INTERNATIONAL LIMITED,One Person Company,Company limited by guarantee,Non-govt company,31/05/2021,10658079,4323666,Dissolved,CONSTRUCTION,"E-505, MG Road, Whitefield, Delhi - 466017",ROC-DELHI
U69765DL2017PLC654060,INNOVATIONS TRADING EXPORTS LIMITED,Public,Unlimited Company,State Govt company,26/05/2017,3244474,4962031,Active,REAL ESTATE ACTIVITIES,"C-303, Brigade Road, Andheri, Delhi - 414927",ROC-DELHI
U41881DL2001PTC889820,VENTURES OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,30/06/2001,10004957,1769583,Dissolved,COMPUTER PROGRAMMING,"A-101, Park Street, Satellite, Delhi - 521913",ROC-DELHI
U29162DL2018OPC995242,TEXTILES SERVICES OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,02/02/2018,14721819,22218197,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"B-202, Anna Salai, Adyar, Delhi - 549110",ROC-DELHI
U17619DL2005PTC832334,SERVICES OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,13/04/2005,8144309,3343897,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"B-202, Anna Salai, Satellite, Delhi - 443103",ROC-DELHI
U26709DL2023PLC959924,VENTURES ENTERPRISES OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,15/03/2023,16769731,4537767,Dissolved,FINANCIAL SERVICE ACTIVITIES,"D-404, Link Road, Andheri, Delhi - 443294",ROC-DELHI
U13664DL2014PTC221555,IMPORTS PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,29/01/2014,36303342,20515560,Strike Off,MANUFACTURING (TEXTILES),"B-202, Brigade Road, Whitefield, Delhi - 512749",ROC-DELHI
L15000DL2012PTC602498,ENTERPRISES HEALTHCARE LIMITED,One Person Company,Unlimited Company,Non-govt company,28/01/2012,18258112,11599823,Strike Off,WHOLESALE TRADE,"A-101, Park Street, Borivali, Delhi - 471071",ROC-DELHI
L45718DL2015PTC449606,EDUCATION TECH PHARMA LIMITED,Public,Unlimited Company,State Govt company,07/04/2015,31601807,19552670,Dissolved,REAL ESTATE ACTIVITIES,"D-404, MG Road, Borivali, Delhi - 555267",ROC-DELHI
L77274DL2007PTC696846,EDUCATION LIMITED,One Person Company,Company limited by guarantee,State Govt company,28/04/2007,22261822,4020503,Amalgamated,INFORMATION SERVICE ACTIVITIES,"E-505, MG Road, Borivali, Delhi - 445479",ROC-DELHI
U39974DL2011PTC270525,CONSULTANCY INNOVATIONS PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,30/08/2011,49493374,9725471,Active,COMPUTER PROGRAMMING,"A-101, Park Street, Satellite, Delhi - 545868",ROC-DELHI
L69961DL2000PLC685254,REALTY PRIVATE LIMITED,Public,Unlimited Company,State Govt company,06/02/2000,26614376,80832,Under Liquidation,COMPUTER PROGRAMMING,"C-303, MG Road, Adyar, Delhi - 482171",ROC-DELHI
U40696DL2018PTC971506,INDUSTRIES EDUCATION TECHNOLOGIES PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,30/08/2018,33989557,20274693,Dissolved,RETAIL TRADE,"B-202, Brigade Road, Borivali, Delhi - 414830",ROC-DELHI
U50194DL2021PTC730907,INVESTMENTS LIMITED,Public,Unlimited Company,Non-govt company,15/12/2021,22144665,8329197,Dissolved,FINANCIAL SERVICE ACTIVITIES,"C-303, MG Road, Whitefield, Delhi - 547875",ROC-DELHI
L15587DL2001OPC927985,CAPITAL OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,16/09/2001,33419232,19763959,Active,CONSTRUCTION,"A-101, Park Street, Borivali, Delhi - 449473",ROC-DELHI
U13499DL2012OPC803758,HEALTHCARE FOODS LIMITED,Private,Unlimited Company,State Govt company,27/04/2012,20843453,1417627,Strike Off,EDUCATION,"E-505, Park Street, Adyar, Delhi - 485200",ROC-DELHI
U78880DL2015OPC542252,TECH PHARMA OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,01/05/2015,11594832,21383642,Dissolved,RETAIL TRADE,"E-505, Anna Salai, Whitefield, Delhi - 549974",ROC-DELHI
U36101DL2011OPC308966,HEALTHCARE EXPORTS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,29/04/2011,42355452,18934999,Dissolved,FINANCIAL SERVICE ACTIVITIES,"B-202, Brigade Road, Borivali, Delhi - 509077",ROC-DELHI
L68529DL2022OPC248553,CAPITAL OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,17/08/2022,5581181,8964727,Under Liquidation,REAL ESTATE ACTIVITIES,"A-101, Anna Salai, Andheri, Delhi - 479790",ROC-DELHI
L15585DL2020PTC906196,TECH OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,02/08/2020,4496680,12671393,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Anna Salai, Borivali, Delhi - 450519",ROC-DELHI
L79501DL2024PLC113849,CAPITAL PRIVATE LIMITED,Private,Unlimited Company,State Govt company,20/11/2024,34764332,23823138,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Anna Salai, Adyar, Delhi - 434185",ROC-DELHI
U66702DL2022PLC455711,ENTERPRISES EDUCATION SYSTEMS PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,10/01/2022,15913658,13674569,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Brigade Road, Borivali, Delhi - 408556",ROC-DELHI
L60611DL2013OPC853431,EXPORTS OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,07/04/2013,31659237,23048478,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Link Road, Borivali, Delhi - 496721",ROC-DELHI
L98714DL2015OPC178041,HEALTHCARE INVESTMENTS TRADING LIMITED,One Person Company,Company limited by shares,Non-govt company,03/09/2015,3954449,1295583,Active,CONSTRUCTION,"C-303, Park Street, Borivali, Delhi - 477800",ROC-DELHI
U63659DL2017PLC380078,INDIA INDUSTRIES CORPORATIONS LIMITED,Private,Unlimited Company,State Govt company,17/03/2017,45979835,4143960,Under Liquidation,MANUFACTURING (TEXTILES),"A-101, Park Street, Borivali, Delhi - 481484",ROC-DELHI
U94890DL2019PLC267520,CHEMICALS INVESTMENTS OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,11/11/2019,13498669,14114309,Dissolved,COMPUTER PROGRAMMING,"D-404, Brigade Road, Andheri, Delhi - 490270",ROC-DELHI
U29416DL2001OPC208087,PHARMA CORPORATIONS FOODS PRIVATE LIMITED,Private,Company limited by shares,State Govt company,12/07/2001,6677255,20892606,Amalgamated,REAL ESTATE ACTIVITIES,"C-303, Link Road, Borivali, Delhi - 540869",ROC-DELHI
L33535DL2008OPC527588,EDUCATION SYSTEMS EXPORTS LIMITED,Private,Company limited by shares,Non-govt company,01/01/2008,1584444,10686706,Active,MANUFACTURING (FOOD PRODUCTS),"D-404, Link Road, Satellite, Delhi - 428017",ROC-DELHI
U74902DL2021PLC985151,FINANCE GLOBAL CHEMICALS OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,03/07/2021,14066258,15652633,Active,CONSTRUCTION,"E-505, Brigade Road, Andheri, Delhi - 530599",ROC-DELHI
U48811DL2017PLC623431,INDIA ENTERPRISES PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,01/06/2017,31705261,343111,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, MG Road, Satellite, Delhi - 509255",ROC-DELHI
L38298DL2018PLC676203,SYSTEMS LIMITED,One Person Company,Unlimited Company,Non-govt company,10/05/2018,47107514,5186236,Dissolved,REAL ESTATE ACTIVITIES,"C-303, Park Street, Adyar, Delhi - 437312",ROC-DELHI
U47501DL2004PTC439639,HEALTHCARE INVESTMENTS GLOBAL LIMITED,Private,Company limited by shares,Non-govt company,03/05/2004,5134484,18522393,Amalgamated,REAL ESTATE ACTIVITIES,"D-404, Link Road, Satellite, Delhi - 553864",ROC-DELHI
U21918DL2000PTC975172,INVESTMENTS PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,27/01/2000,6336182,18542890,Under Liquidation,CONSTRUCTION,"E-505, Anna Salai, Borivali, Delhi - 479007",ROC-DELHI
U54759DL2016PLC407724,TRADING LIMITED,One Person Company,Unlimited Company,Non-govt company,19/01/2016,7995115,12016583,Active,ACCOMMODATION AND FOOD SERVICE,"C-303, Brigade Road, Whitefield, Delhi - 448835",ROC-DELHI
U90224DL2010PTC516525,ENTERPRISES VENTURES OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,05/01/2010,31152304,23716657,Under Liquidation,EDUCATION,"A-101, Park Street, Whitefield, Delhi - 513747",ROC-DELHI
L17853DL2022PLC823657,MANUFACTURING PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,27/05/2022,29906633,3107191,Amalgamated,COMPUTER PROGRAMMING,"A-101, Anna Salai, Borivali, Delhi - 536362",ROC-DELHI
U22620DL2013PLC266433,HEALTHCARE INNOVATIONS REALTY PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,21/12/2013,6876922,8283865,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"E-505, Link Road, Satellite, Delhi - 502474",ROC-DELHI
L53757DL2009OPC176394,VENTURES OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,26/10/2009,9793210,5651069,Active,REAL ESTATE ACTIVITIES,"D-404, Park Street, Satellite, Delhi - 472429",ROC-DELHI
U64421DL2004PLC905912,SERVICES ENTERPRISES LIMITED,One Person Company,Company limited by guarantee,Non-govt company,02/12/2004,8311403,8489531,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Link Road, Whitefield, Delhi - 515285",ROC-DELHI
U75048DL2009PTC646552,PHARMA MANUFACTURING EDUCATION PRIVATE LIMITED,Public,Unlimited Company,State Govt company,09/12/2009,29170314,13354818,Active,HUMAN HEALTH AND SOCIAL WORK,"D-404, Park Street, Satellite, Delhi - 539721",ROC-DELHI
L21277DL2019PTC728216,CONSULTANCY SYSTEMS CAPITAL OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,08/02/2019,29118229,2982529,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, Link Road, Satellite, Delhi - 519911",ROC-DELHI
L81504DL2021PTC568209,TECH LIMITED,One Person Company,Company limited by shares,Non-govt company,29/06/2021,444356,15025967,Active,CONSTRUCTION,"D-404, MG Road, Andheri, Delhi - 538887",ROC-DELHI
U58064DL2015OPC220022,DEVELOPERS OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,08/08/2015,38301909,10893932,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, MG Road, Borivali, Delhi - 402314",ROC-DELHI
L33009DL2024OPC102240,INTERNATIONAL PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,02/08/2024,30227068,6845789,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, Brigade Road, Whitefield, Delhi - 543705",ROC-DELHI
L13343DL2007OPC674312,TECHNOLOGIES ENTERPRISES PRIVATE LIMITED,Private,Unlimited Company,State Govt company,19/02/2007,37765089,20687069,Strike Off,WHOLESALE TRADE,"A-101, Park Street, Whitefield, Delhi - 428632",ROC-DELHI
U41899DL2006OPC859342,TECH INNOVATIONS LIMITED,Private,Company limited by guarantee,State Govt company,31/07/2006,5291206,3286550,Strike Off,REAL ESTATE ACTIVITIES,"E-505, Anna Salai, Adyar, Delhi - 454299",ROC-DELHI
U93317DL2011OPC293760,TRADING INTERNATIONAL EXPORTS OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,22/12/2011,32052900,12961504,Strike Off,HUMAN HEALTH AND SOCIAL WORK,"E-505, Park Street, Borivali, Delhi - 413717",ROC-DELHI
U30371DL2020PTC698553,SOLUTIONS OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,17/07/2020,23888736,353310,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Brigade Road, Satellite, Delhi - 443751",ROC-DELHI
U94071DL2008OPC325724,VENTURES SYSTEMS LIMITED,Public,Company limited by shares,State Govt company,24/04/2008,49024798,16775680,Dissolved,ACCOMMODATION AND FOOD SERVICE,"E-505, Brigade Road, Satellite, Delhi - 493785",ROC-DELHI
