CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
L18747TN2008OPC363821,SYSTEMS OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,24/12/2008,47507196,17945641,Dissolved,MANUFACTURING (FOOD PRODUCTS),"A-101, MG Road, Satellite, Tamil Nadu - 427703",ROC-CHENNAI
U32736TN2012OPC516171,TECHNOLOGIES INNOVATIONS CONSULTANCY PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,22/05/2012,43836473,5740819,Active,INFORMATION SERVICE ACTIVITIES,"B-202, MG Road, Borivali, Tamil Nadu - 443265",ROC-CHENNAI
L39610TN2006PTC573710,FOODS SOLUTIONS LIMITED,Public,Company limited by shares,State Govt company,26/10/2006,49589663,24255030,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"E-505, Link Road, Andheri, Tamil Nadu - 458444",ROC-CHENNAI
L54644TN2003PTC392345,INVESTMENTS GLOBAL INTERNATIONAL LIMITED,Public,Company limited by guarantee,Non-govt company,21/09/2003,46641005,8925558,Amalgamated,CONSTRUCTION,"C-303, Park Street, Whitefield, Tamil Nadu - 439572",ROC-CHENNAI
U27671TN2020PLC100591,INVESTMENTS INDIA LIMITED,Private,Unlimited Company,Non-govt company,14/09/2020,9306446,24739926,Under Liquidation,MANUFACTURING (CHEMICALS),"D-404, Park Street, Satellite, Tamil Nadu - 530755",ROC-CHENNAI
U13941TN2009PTC426955,TEXTILES MANUFACTURING PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,14/10/2009,22449564,15887770,Active,INFORMATION SERVICE ACTIVITIES,"C-303, Anna Salai, Andheri, Tamil Nadu - 446716",ROC-CHENNAI
U21079TN2013PTC991730,CORPORATIONS SYSTEMS LIMITED,One Person Company,Unlimited Company,State Govt company,27/10/2013,33101689,13931484,Strike Off,MANUFACTURING (FOOD PRODUCTS),"C-303, Brigade Road, Borivali, Tamil Nadu - 420472",ROC-CHENNAI
U89052TN2009PTC909662,TEXTILES TECH TECHNOLOGIES PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,31/12/2009,44578781,13738560,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Link Road, Whitefield, Tamil Nadu - 552038",ROC-CHENNAI
L39916TN2014PLC927872,FOODS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,08/12/2014,3314467,19883917,Active,HUMAN HEALTH AND SOCIAL WORK,"B-202, Brigade Road, Adyar, Tamil Nadu - 438932",ROC-CHENNAI
L19876TN2009PLC962640,CORPORATIONS CONSTRUCTIONS PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,24/09/2009,6802624,7013311,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Anna Salai, Satellite, Tamil Nadu - 515852",ROC-CHENNAI
L86124TN2022PLC111940,CORPORATIONS PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,26/05/2022,20239858,24980533,Strike Off,MANUFACTURING (TEXTILES),"B-202, Link Road, Andheri, Tamil Nadu - 541133",ROC-CHENNAI
U11452TN2003PTC513740,SERVICES PRIVATE LIMITED,Public,Company limited by shares,State Govt company,16/01/2003,30404502,1112162,Active,EDUCATION,"B-202, Brigade Road, Borivali, Tamil Nadu - 547664",ROC-CHENNAI
U22798TN2009PLC401219,FOODS PRIVATE LIMITED,Private,Company limited by shares,State Govt company,24/12/2009,31554159,22575428,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Link Road, Adyar, Tamil Nadu - 476716",ROC-CHENNAI
U75802TN2004PTC886265,SYSTEMS HEALTHCARE TRADING PRIVATE LIMITED,Public,Company limited by shares,State Govt company,30/08/2004,30916072,14175428,Dissolved,RETAIL TRADE,"E-505, MG Road, Andheri, Tamil Nadu - 520295",ROC-CHENNAI
U93451TN2019PTC621166,VENTURES SERVICES TECHNOLOGIES OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,11/05/2019,20534044,6482495,Strike Off,MANUFACTURING (CHEMICALS),"E-505, MG Road, Satellite, Tamil Nadu - 511437",ROC-CHENNAI
U56800TN2002PTC463020,INDUSTRIES CHEMICALS TEXTILES LIMITED,Private,Company limited by shares,State Govt company,13/04/2002,45951944,23701020,Active,MANUFACTURING (CHEMICALS),"E-505, MG Road, Whitefield, Tamil Nadu - 414378",ROC-CHENNAI
L88710TN2004PTC167349,ENTERPRISES FINANCE OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,09/02/2004,30446343,8725330,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Brigade Road, Whitefield, Tamil Nadu - 544200",ROC-CHENNAI
U63906TN2012PLC616583,INDUSTRIES CONSULTANCY INVESTMENTS OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,03/08/2012,26964688,18763179,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Brigade Road, Satellite, Tamil Nadu - 551103",ROC-CHENNAI
L31427TN2005OPC339977,INDUSTRIES LIMITED,Private,Unlimited Company,Non-govt company,16/02/2005,9257915,14746294,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, MG Road, Adyar, Tamil Nadu - 479524",ROC-CHENNAI
U13737TN2004PTC163498,EDUCATION CORPORATIONS TRADING OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,10/10/2004,21631275,16677219,Strike Off,COMPUTER PROGRAMMING,"C-303, Brigade Road, Whitefield, Tamil Nadu - 440420",ROC-CHENNAI
L10604TN2013PLC854733,TECHNOLOGIES INTERNATIONAL VENTURES OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,31/05/2013,12259557,4289977,Amalgamated,REAL ESTATE ACTIVITIES,"D-404, MG Road, Whitefield, Tamil Nadu - 540337",ROC-CHENNAI
L71429TN2022OPC334048,IMPORTS OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,25/11/2022,13692373,22657452,Active,MANUFACTURING (TEXTILES),"E-505, Brigade Road, Borivali, Tamil Nadu - 501204",ROC-CHENNAI
L26785TN2001PTC696304,IMPORTS FOODS PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,09/06/2001,28939114,5583664,Amalgamated,FINANCIAL SERVICE ACTIVITIES,"A-101, Brigade Road, Whitefield, Tamil Nadu - 401407",ROC-CHENNAI
L49062TN2018PLC877696,FINANCE TEXTILES REALTY OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,14/12/2018,6870964,445824,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Link Road, Whitefield, Tamil Nadu - 501228",ROC-CHENNAI
U94410TN2011PTC557801,HEALTHCARE OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,09/10/2011,42681873,3033742,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, MG Road, Andheri, Tamil Nadu - 440493",ROC-CHENNAI
L29812TN2003PTC159997,DEVELOPERS FINANCE HEALTHCARE OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,11/07/2003,21692957,4214155,Strike Off,MANUFACTURING (CHEMICALS),"D-404, Link Road, Borivali, Tamil Nadu - 505337",ROC-CHENNAI
U63794TN2012PTC999273,FOODS SOLUTIONS INVESTMENTS PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,08/11/2012,8139640,3097300,Active,INFORMATION SERVICE ACTIVITIES,"D-404, Anna Salai, Satellite, Tamil Nadu - 459912",ROC-CHENNAI
L76701TN2013OPC660348,ENTERPRISES DEVELOPERS FOODS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,12/04/2013,28891425,15966977,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Anna Salai, Adyar, Tamil Nadu - 425339",ROC-CHENNAI
U25723TN2006PLC235944,CORPORATIONS PRIVATE LIMITED,Public,Unlimited Company,State Govt company,22/02/2006,22421117,11238559,Dissolved,COMPUTER PROGRAMMING,"D-404, Brigade Road, Andheri, Tamil Nadu - 450656",ROC-CHENNAI
U85230TN2001PTC569378,INTERNATIONAL MANUFACTURING REALTY PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,29/04/2001,18116513,12227914,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"D-404, MG Road, Andheri, Tamil Nadu - 450579",ROC-CHENNAI
L32666TN2009PTC662373,FOODS EDUCATION PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,22/11/2009,38222157,23220661,Dissolved,INFORMATION SERVICE ACTIVITIES,"B-202, Anna Salai, Satellite, Tamil Nadu - 539444",ROC-CHENNAI
L37844TN2017PLC405511,INTERNATIONAL TRADING HEALTHCARE LIMITED,Private,Company limited by guarantee,Non-govt company,30/03/2017,49167639,13559398,Dissolved,WHOLESALE TRADE,"D-404, Park Street, Whitefield, Tamil Nadu - 531744",ROC-CHENNAI
L21009TN2022OPC922422,HEALTHCARE INDUSTRIES PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,31/05/2022,23627682,7831488,Amalgamated,WHOLESALE TRADE,"D-404, Link Road, Borivali, Tamil Nadu - 544579",ROC-CHENNAI
U45109TN2007PLC460758,CONSULTANCY PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,27/01/2007,25765164,3041176,Active,EDUCATION,"C-303, MG Road, Whitefield, Tamil Nadu - 537606",ROC-CHENNAI
U60522TN2001OPC593738,EXPORTS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,15/08/2001,8820342,10704631,Strike Off,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Anna Salai, Andheri, Tamil Nadu - 446425",ROC-CHENNAI
L62184TN2016PLC738022,EXPORTS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,09/03/2016,48886793,8628791,Dissolved,FINANCIAL SERVICE ACTIVITIES,"E-505, Anna Salai, Borivali, Tamil Nadu - 551006",ROC-CHENNAI
L57646TN2022PLC820358,TECHNOLOGIES LIMITED,Public,Company limited by shares,Non-govt company,19/06/2022,44318663,24422215,Under Liquidation,REAL ESTATE ACTIVITIES,"A-101, MG Road, Adyar, Tamil Nadu - 553582",ROC-CHENNAI
U76337TN2007OPC538547,CHEMICALS OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,01/06/2007,18823333,17909532,Strike Off,FINANCIAL SERVICE ACTIVITIES,"C-303, Link Road, Whitefield, Tamil Nadu - 546830",ROC-CHENNAI
L60734TN2015PTC772306,TECHNOLOGIES PRIVATE LIMITED,Public,Unlimited Company,State Govt company,16/09/2015,15858587,3857047,Dissolved,RETAIL TRADE,"E-505, Link Road, Adyar, Tamil Nadu - 427251",ROC-CHENNAI
L28693TN2003PLC494667,HEALTHCARE PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,21/05/2003,24815642,4140990,Under Liquidation,EDUCATION,"E-505, Link Road, Borivali, Tamil Nadu - 471110",ROC-CHENNAI
L67192TN2011PTC248978,CORPORATIONS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,07/04/2011,6099768,9437235,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"E-505, Anna Salai, Adyar, Tamil Nadu - 470921",ROC-CHENNAI
L51436TN2007PLC207754,EDUCATION PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,14/10/2007,12900781,7813678,Active,MANUFACTURING (FOOD PRODUCTS),"B-202, Link Road, Whitefield, Tamil Nadu - 497307",ROC-CHENNAI
L37082TN2011OPC462352,PHARMA ENTERPRISES LIMITED,One Person Company,Company limited by shares,Non-govt company,28/11/2011,22230899,2713303,Dissolved,INFORMATION SERVICE ACTIVITIES,"B-202, Brigade Road, Andheri, Tamil Nadu - 434303",ROC-CHENNAI
U59283TN2014OPC549692,SERVICES VENTURES OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,18/10/2014,8379183,17642407,Active,ACCOMMODATION AND FOOD SERVICE,"B-202, Park Street, Satellite, Tamil Nadu - 505460",ROC-CHENNAI
U21365TN2004OPC781576,INNOVATIONS TRADING LIMITED,One Person Company,Company limited by guarantee,State Govt company,09/04/2004,4219236,21829052,Strike Off,HUMAN HEALTH AND SOCIAL WORK,"B-202, Park Street, Borivali, Tamil Nadu - 556323",ROC-CHENNAI
U93758TN2024OPC768051,INDIA TECHNOLOGIES FOODS PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,01/09/2024,28340207,16301332,Active,FINANCIAL SERVICE ACTIVITIES,"E-505, MG Road, Adyar, Tamil Nadu - 461831",ROC-CHENNAI
U35530TN2017PTC246154,CONSTRUCTIONS CONSULTANCY DEVELOPERS LIMITED,Private,Company limited by shares,Non-govt company,16/04/2017,45021118,14582714,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Anna Salai, Borivali, Tamil Nadu - 507885",ROC-CHENNAI
L52368TN2009PLC294434,INNOVATIONS SOLUTIONS OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,20/11/2009,11906818,19567887,Active,REAL ESTATE ACTIVITIES,"C-303, Anna Salai, Whitefield, Tamil Nadu - 448076",ROC-CHENNAI
L27950TN2018PLC335731,ENTERPRISES OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,25/09/2018,34972885,15134545,Dissolved,COMPUTER PROGRAMMING,"A-101, Anna Salai, Borivali, Tamil Nadu - 521534",ROC-CHENNAI
U16421TN2022PTC957091,ENTERPRISES TEXTILES LIMITED,Public,Company limited by shares,Non-govt company,14/04/2022,40123579,9106754,Strike Off,CONSTRUCTION,"E-505, Park Street, Borivali, Tamil Nadu - 543772",ROC-CHENNAI
U28615TN2017PTC865786,FOODS EDUCATION DEVELOPERS LIMITED,Public,Unlimited Company,State Govt company,05/07/2017,19637926,12733034,Amalgamated,REAL ESTATE ACTIVITIES,"A-101, MG Road, Adyar, Tamil Nadu - 461875",ROC-CHENNAI
U97226TN2023PTC476797,INDIA INTERNATIONAL EDUCATION LIMITED,Private,Unlimited Company,State Govt company,25/07/2023,2875761,3088958,Active,FINANCIAL SERVICE ACTIVITIES,"E-505, Brigade Road, Adyar, Tamil Nadu - 493211",ROC-CHENNAI
U55497TN2021OPC795675,REALTY PHARMA OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,25/02/2021,38070907,24319385,Amalgamated,WHOLESALE TRADE,"E-505, Link Road, Andheri, Tamil Nadu - 541249",ROC-CHENNAI
U28490TN2008PTC140359,TECHNOLOGIES OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,02/08/2008,22961100,10680263,Active,COMPUTER PROGRAMMING,"D-404, Park Street, Andheri, Tamil Nadu - 556937",ROC-CHENNAI
L66750TN2016PTC139683,INVESTMENTS HEALTHCARE INDUSTRIES PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,27/08/2016,46463393,6668104,Dissolved,MANUFACTURING (CHEMICALS),"A-101, Brigade Road, Andheri, Tamil Nadu - 543111",ROC-CHENNAI
U49014TN2009PTC252405,SERVICES PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,22/03/2009,10386510,7915584,Under Liquidation,COMPUTER PROGRAMMING,"B-202, Park Street, Andheri, Tamil Nadu - 539043",ROC-CHENNAI
U71139TN2008OPC691050,EDUCATION FINANCE LIMITED,One Person Company,Unlimited Company,State Govt company,01/01/2008,21465931,10507128,Active,FINANCIAL SERVICE ACTIVITIES,"B-202, Link Road, Satellite, Tamil Nadu - 520762",ROC-CHENNAI
U91972TN2019OPC884599,DEVELOPERS CONSTRUCTIONS LIMITED,Public,Unlimited Company,State Govt company,15/05/2019,7914239,24184145,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Park Street, Borivali, Tamil Nadu - 480258",ROC-CHENNAI
U50277TN2003PLC917796,TEXTILES IMPORTS OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,15/12/2003,19778598,8049264,Active,REAL ESTATE ACTIVITIES,"E-505, MG Road, Satellite, Tamil Nadu - 413874",ROC-CHENNAI
U66147TN2023PTC702888,GLOBAL LIMITED,Private,Company limited by guarantee,State Govt company,31/07/2023,47182052,7861600,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"B-202, MG Road, Adyar, Tamil Nadu - 520293",ROC-CHENNAI
U82764TN2020OPC880296,FOODS EDUCATION INTERNATIONAL OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,03/05/2020,11378707,13599092,Amalgamated,WHOLESALE TRADE,"E-505, Park Street, Satellite, Tamil Nadu - 487154",ROC-CHENNAI
U72364TN2009OPC322631,DEVELOPERS CHEMICALS TRADING PRIVATE LIMITED,Public,Company limited by shares,State Govt company,05/04/2009,5065465,3782160,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Anna Salai, Borivali, Tamil Nadu - 461533",ROC-CHENNAI
L48180TN2015PTC707915,IMPORTS MANUFACTURING INNOVATIONS OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,28/02/2015,30479368,19709653,Under Liquidation,COMPUTER PROGRAMMING,"D-404, Link Road, Adyar, Tamil Nadu - 444483",ROC-CHENNAI
L33622TN2000PLC882593,REALTY CONSULTANCY CHEMICALS PRIVATE LIMITED,Public,Unlimited Company,State Govt company,19/12/2000,35012952,11891874,Dissolved,COMPUTER PROGRAMMING,"D-404, MG Road, Adyar, Tamil Nadu - 435972",ROC-CHENNAI
L23926TN2017PTC848924,INDIA ENTERPRISES OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,19/09/2017,34291621,12312705,Amalgamated,REAL ESTATE ACTIVITIES,"E-505, Anna Salai, Adyar, Tamil Nadu - 464757",ROC-CHENNAI
L96951TN2015PTC897636,CHEMICALS LIMITED,One Person Company,Company limited by shares,State Govt company,06/01/2015,2832563,21357854,Dissolved,INFORMATION SERVICE ACTIVITIES,"E-505, Brigade Road, Satellite, Tamil Nadu - 545500",ROC-CHENNAI
U32670TN2023OPC351745,INTERNATIONAL TECHNOLOGIES OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,18/12/2023,38258895,5667833,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Anna Salai, Satellite, Tamil Nadu - 446432",ROC-CHENNAI
L83578TN2014OPC399694,REALTY EXPORTS OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,26/04/2014,8375562,4551658,Under Liquidation,MANUFACTURING (CHEMICALS),"A-101, Link Road, Adyar, Tamil Nadu - 423224",ROC-CHENNAI
U97807TN2012PTC259324,INDUSTRIES IMPORTS PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,09/05/2012,9620870,22950917,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"D-404, Park Street, Adyar, Tamil Nadu - 415437",ROC-CHENNAI
U70830TN2024PTC363369,EDUCATION FINANCE REALTY LIMITED,Private,Company limited by guarantee,State Govt company,04/05/2024,5649111,2107339,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"B-202, Brigade Road, Andheri, Tamil Nadu - 545768",ROC-CHENNAI
U71209TN2001PLC286890,TEXTILES REALTY LIMITED,Private,Unlimited Company,State Govt company,13/07/2001,22424528,13597067,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, Brigade Road, Borivali, Tamil Nadu - 515991",ROC-CHENNAI
L16829TN2000OPC619224,ENTERPRISES CONSULTANCY PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,24/08/2000,47882004,8472975,Under Liquidation,CONSTRUCTION,"E-505, Link Road, Adyar, Tamil Nadu - 434489",ROC-CHENNAI
L23196TN2005PTC685290,TECHNOLOGIES LIMITED,One Person Company,Unlimited Company,Non-govt company,24/04/2005,30231891,8469523,Active,WHOLESALE TRADE,"E-505, Link Road, Borivali, Tamil Nadu - 484342",ROC-CHENNAI
U91154TN2007PLC297583,INDIA SOLUTIONS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,04/04/2007,964776,888422,Strike Off,COMPUTER PROGRAMMING,"D-404, MG Road, Adyar, Tamil Nadu - 422453",ROC-CHENNAI
U34640TN2002OPC624242,CAPITAL OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,26/12/2002,32120493,11258721,Active,MANUFACTURING (FOOD PRODUCTS),"D-404, Link Road, Adyar, Tamil Nadu - 518332",ROC-CHENNAI
L93847TN2002PTC497267,INTERNATIONAL ENTERPRISES CAPITAL OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,02/05/2002,21187635,6022868,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Brigade Road, Adyar, Tamil Nadu - 435847",ROC-CHENNAI
L10015TN2004OPC604863,INNOVATIONS INDUSTRIES IMPORTS OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,17/10/2004,28327838,3658241,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Park Street, Andheri, Tamil Nadu - 508410",ROC-CHENNAI
L74803TN2002PLC375976,TRADING REALTY CONSTRUCTIONS LIMITED,Private,Company limited by guarantee,Non-govt company,08/03/2002,26163044,14654690,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Brigade Road, Adyar, Tamil Nadu - 428962",ROC-CHENNAI
U87074TN2003PLC351837,INDIA LIMITED,One Person Company,Company limited by guarantee,Non-govt company,24/09/2003,29298379,1645627,Amalgamated,FINANCIAL SERVICE ACTIVITIES,"D-404, Park Street, Adyar, Tamil Nadu - 546884",ROC-CHENNAI
L79552TN2022PTC471156,ENTERPRISES CORPORATIONS FOODS PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,18/06/2022,17661504,18259266,Under Liquidation,COMPUTER PROGRAMMING,"D-404, Brigade Road, Borivali, Tamil Nadu - 426118",ROC-CHENNAI
L57006TN2000PTC899098,TEXTILES INNOVATIONS OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,26/09/2000,14363257,11434222,Dissolved,REAL ESTATE ACTIVITIES,"A-101, MG Road, Adyar, Tamil Nadu - 535028",ROC-CHENNAI
U51610TN2022PLC429481,INTERNATIONAL TECHNOLOGIES PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,31/12/2022,49372483,8084147,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, Brigade Road, Borivali, Tamil Nadu - 529654",ROC-CHENNAI
U21997TN2017PTC604435,FINANCE SOLUTIONS VENTURES OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,14/04/2017,39978533,21842681,Strike Off,ACCOMMODATION AND FOOD SERVICE,"C-303, MG Road, Borivali, Tamil Nadu - 513534",ROC-CHENNAI
L89228TN2016PLC298371,INNOVATIONS PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,06/04/2016,44959003,13084656,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"A-101, MG Road, Satellite, Tamil Nadu - 485217",ROC-CHENNAI
L12334TN2008PLC302530,INDUSTRIES OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,12/01/2008,1765947,385681,Dissolved,MANUFACTURING (TEXTILES),"E-505, Park Street, Andheri, Tamil Nadu - 511257",ROC-CHENNAI
U20417TN2018PTC228661,FINANCE OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,30/10/2018,40179771,9643264,Dissolved,REAL ESTATE ACTIVITIES,"E-505, Anna Salai, Whitefield, Tamil Nadu - 476007",ROC-CHENNAI
U19166TN2019PTC849884,TEXTILES PRIVATE LIMITED,Private,Unlimited Company,State Govt company,08/08/2019,36704985,17582650,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"D-404, MG Road, Whitefield, Tamil Nadu - 489621",ROC-CHENNAI
U74504TN2002PTC962066,EDUCATION PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,13/09/2002,13336909,20938631,Dissolved,REAL ESTATE ACTIVITIES,"B-202, MG Road, Borivali, Tamil Nadu - 405666",ROC-CHENNAI
L27622TN2022PLC453729,MANUFACTURING LIMITED,One Person Company,Company limited by shares,State Govt company,25/07/2022,23101672,22844447,Active,FINANCIAL SERVICE ACTIVITIES,"A-101, Anna Salai, Whitefield, Tamil Nadu - 440398",ROC-CHENNAI
L68541TN2003PTC524716,TEXTILES LIMITED,Public,Company limited by guarantee,Non-govt company,25/11/2003,9907119,3479869,Strike Off,INFORMATION SERVICE ACTIVITIES,"B-202, Link Road, Borivali, Tamil Nadu - 506233",ROC-CHENNAI
L32930TN2003PLC567959,TEXTILES SOLUTIONS INVESTMENTS LIMITED,One Person Company,Unlimited Company,State Govt company,11/08/2003,21446852,2645734,Amalgamated,FINANCIAL SERVICE ACTIVITIES,"A-101, MG Road, Adyar, Tamil Nadu - 440145",ROC-CHENNAI
L42022TN2007PLC421880,INDUSTRIES INTERNATIONAL IMPORTS OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,31/07/2007,430610,14027822,Amalgamated,ACCOMMODATION AND FOOD SERVICE,"E-505, Park Street, Borivali, Tamil Nadu - 491096",ROC-CHENNAI
U68100TN2024OPC842528,GLOBAL EXPORTS VENTURES LIMITED,Public,Company limited by shares,Non-govt company,30/04/2024,47474400,1488785,Dissolved,WHOLESALE TRADE,"C-303, Link Road, Whitefield, Tamil Nadu - 434669",ROC-CHENNAI
L28662TN2005OPC161223,ENTERPRISES PHARMA CAPITAL LIMITED,Private,Unlimited Company,Non-govt company,22/02/2005,46715762,12695659,Dissolved,FINANCIAL SERVICE ACTIVITIES,"A-101, Anna Salai, Borivali, Tamil Nadu - 485557",ROC-CHENNAI
U67616TN2017OPC312492,CONSTRUCTIONS IMPORTS LIMITED,One Person Company,Company limited by guarantee,Non-govt company,03/04/2017,21023097,966771,Active,HUMAN HEALTH AND SOCIAL WORK,"A-101, MG Road, Adyar, Tamil Nadu - 460870",ROC-CHENNAI
U89368TN2000PLC260143,INDUSTRIES EDUCATION OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,28/08/2000,39202265,5924833,Dissolved,INFORMATION SERVICE ACTIVITIES,"B-202, Brigade Road, Adyar, Tamil Nadu - 510265",ROC-CHENNAI
L13218TN2015PTC779133,CORPORATIONS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,06/10/2015,47982260,24003329,Under Liquidation,CONSTRUCTION,"E-505, Brigade Road, Adyar, Tamil Nadu - 447655",ROC-CHENNAI
L45893TN2023PTC909513,INNOVATIONS FINANCE HEALTHCARE PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,08/12/2023,30431257,5852698,Strike Off,EDUCATION,"B-202, Park Street, Whitefield, Tamil Nadu - 466195",ROC-CHENNAI
L64297TN2020OPC433576,INNOVATIONS INDUSTRIES CORPORATIONS LIMITED,Private,Unlimited Company,State Govt company,19/11/2020,31400080,3120822,Dissolved,INFORMATION SERVICE ACTIVITIES,"C-303, Brigade Road, Andheri, Tamil Nadu - 559490",ROC-CHENNAI
