CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
L96995KA2013PLC361607,TECH REALTY PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,26/05/2013,41588114,14102674,Active,RETAIL TRADE,"C-303, Brigade Road, Borivali, Karnataka - 549335",ROC-BANGALORE
U32580KA2020OPC993401,TEXTILES INVESTMENTS LIMITED,Private,Company limited by guarantee,State Govt company,16/07/2020,47098477,4668775,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"C-303, Anna Salai, Adyar, Karnataka - 436144",ROC-BANGALORE
L17981KA2000OPC196083,EDUCATION LIMITED,One Person Company,Unlimited Company,State Govt company,01/10/2000,49292826,11135781,Active,MANUFACTURING (TEXTILES),"B-202, Brigade Road, Andheri, Karnataka - 512714",ROC-BANGALORE
L82399KA2001PTC585789,CAPITAL HEALTHCARE CONSULTANCY OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,27/12/2001,32756670,22314330,Under Liquidation,WHOLESALE TRADE,"A-101, MG Road, Andheri, Karnataka - 505537",ROC-BANGALORE
L94248KA2014PTC174948,SERVICES IMPORTS REALTY PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,26/10/2014,45555432,12244435,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, Link Road, Borivali, Karnataka - 452391",ROC-BANGALORE
U85968KA2015PTC805427,TEXTILES MANUFACTURING OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,29/10/2015,16753760,1917882,Under Liquidation,RETAIL TRADE,"C-303, MG Road, Adyar, Karnataka - 527933",ROC-BANGALORE
U80752KA2012PTC215885,EXPORTS PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,23/05/2012,9121283,8401845,Strike Off,REAL ESTATE ACTIVITIES,"B-202, Link Road, Whitefield, Karnataka - 472880",ROC-BANGALORE
L57608KA2013OPC800987,SOLUTIONS VENTURES CONSTRUCTIONS OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,15/05/2013,4118181,14620749,Active,REAL ESTATE ACTIVITIES,"E-505, MG Road, Borivali, Karnataka - 442651",ROC-BANGALORE
L24252KA2001PLC458911,SOLUTIONS SERVICES PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,08/09/2001,12867504,16217176,Active,INFORMATION SERVICE ACTIVITIES,"E-505, Brigade Road, Adyar, Karnataka - 494793",ROC-BANGALORE
L98895KA2006OPC382097,REALTY OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,18/03/2006,37530113,15532109,Amalgamated,CONSTRUCTION,"B-202, Link Road, Whitefield, Karnataka - 498141",ROC-BANGALORE
U40168KA2021PLC729755,SOLUTIONS FOODS EXPORTS PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,21/07/2021,30691190,10440638,Strike Off,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, MG Road, Adyar, Karnataka - 521639",ROC-BANGALORE
U67296KA2023PTC577220,CONSULTANCY CONSTRUCTIONS PRIVATE LIMITED,Public,Company limited by shares,State Govt company,02/09/2023,48024745,2920657,Active,MANUFACTURING (TEXTILES),"C-303, MG Road, Adyar, Karnataka - 459483",ROC-BANGALORE
U23484KA2006PLC167484,GLOBAL TECHNOLOGIES PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,11/07/2006,10037041,22269967,Active,REAL ESTATE ACTIVITIES,"B-202, Brigade Road, Satellite, Karnataka - 550095",ROC-BANGALORE
L12771KA2011PLC795462,FOODS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,31/08/2011,763066,8912693,Amalgamated,RETAIL TRADE,"E-505, Park Street, Adyar, Karnataka - 539337",ROC-BANGALORE
L23889KA2009PLC321685,CAPITAL INVESTMENTS CORPORATIONS LIMITED,Private,Company limited by guarantee,Non-govt company,07/12/2009,8658015,3622708,Active,REAL ESTATE ACTIVITIES,"A-101, Anna Salai, Adyar, Karnataka - 406582",ROC-BANGALORE
L57269KA2000PLC472267,REALTY MANUFACTURING PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,02/05/2000,958772,23954895,Dissolved,RETAIL TRADE,"E-505, Link Road, Borivali, Karnataka - 511040",ROC-BANGALORE
L78581KA2001OPC950513,SOLUTIONS LIMITED,Private,Company limited by shares,State Govt company,04/07/2001,40055127,2778298,Active,RETAIL TRADE,"E-505, Link Road, Satellite, Karnataka - 401603",ROC-BANGALORE
L19453KA2011PTC718643,TECH SERVICES INVESTMENTS PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,26/06/2011,38975852,17784874,Amalgamated,MANUFACTURING (CHEMICALS),"B-202, Brigade Road, Satellite, Karnataka - 496488",ROC-BANGALORE
L33186KA2008OPC173467,SYSTEMS EDUCATION MANUFACTURING LIMITED,Public,Unlimited Company,State Govt company,13/05/2008,6311211,23310734,Strike Off,HUMAN HEALTH AND SOCIAL WORK,"A-101, Link Road, Satellite, Karnataka - 485245",ROC-BANGALORE
L20296KA2003PLC241769,ENTERPRISES TECH LIMITED,Private,Company limited by shares,Non-govt company,17/05/2003,44939077,10863918,Amalgamated,MANUFACTURING (TEXTILES),"A-101, Link Road, Whitefield, Karnataka - 453543",ROC-BANGALORE
L59016KA2007PLC555125,INNOVATIONS LIMITED,Private,Unlimited Company,Non-govt company,28/11/2007,20203950,914603,Strike Off,INFORMATION SERVICE ACTIVITIES,"E-505, MG Road, Whitefield, Karnataka - 442029",ROC-BANGALORE
L95585KA2018PTC405194,INNOVATIONS FINANCE CONSULTANCY OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,14/08/2018,32602696,4710315,Amalgamated,COMPUTER PROGRAMMING,"C-303, MG Road, Whitefield, Karnataka - 442512",ROC-BANGALORE
L32442KA2002PLC179517,ENTERPRISES SERVICES CORPORATIONS PRIVATE LIMITED,Private,Company limited by shares,State Govt company,29/03/2002,24096861,4201137,Dissolved,RETAIL TRADE,"D-404, Anna Salai, Andheri, Karnataka - 455513",ROC-BANGALORE
U92157KA2014OPC346861,SOLUTIONS INVESTMENTS REALTY LIMITED,Public,Unlimited Company,Non-govt company,27/09/2014,48309148,7452432,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, MG Road, Andheri, Karnataka - 468877",ROC-BANGALORE
L54300KA2015PLC446450,CONSULTANCY TEXTILES LIMITED,Public,Company limited by shares,State Govt company,13/05/2015,14511712,17998621,Strike Off,CONSTRUCTION,"E-505, Park Street, Whitefield, Karnataka - 501533",ROC-BANGALORE
U74266KA2016OPC845951,PHARMA LIMITED,Public,Company limited by guarantee,State Govt company,21/08/2016,3535284,11008179,Active,WHOLESALE TRADE,"D-404, Park Street, Satellite, Karnataka - 429955",ROC-BANGALORE
U74137KA2012PLC144739,FOODS TEXTILES LIMITED,Public,Company limited by shares,State Govt company,14/08/2012,49159632,16952951,Active,INFORMATION SERVICE ACTIVITIES,"A-101, Park Street, Andheri, Karnataka - 414625",ROC-BANGALORE
L69937KA2012PTC913211,REALTY FINANCE LIMITED,One Person Company,Company limited by shares,Non-govt company,27/05/2012,29516885,16878631,Dissolved,MANUFACTURING (FOOD PRODUCTS),"B-202, Anna Salai, Borivali, Karnataka - 492509",ROC-BANGALORE
L34434KA2002PLC809147,INTERNATIONAL SOLUTIONS CHEMICALS LIMITED,Public,Unlimited Company,Non-govt company,17/11/2002,17361118,16015643,Amalgamated,ACCOMMODATION AND FOOD SERVICE,"A-101, Anna Salai, Adyar, Karnataka - 427820",ROC-BANGALORE
L40726KA2020PLC252025,VENTURES GLOBAL LIMITED,Private,Company limited by guarantee,Non-govt company,06/11/2020,34600759,3794735,Under Liquidation,MANUFACTURING (CHEMICALS),"E-505, Anna Salai, Whitefield, Karnataka - 518016",ROC-BANGALORE
L95074KA2001PTC886405,GLOBAL MANUFACTURING LIMITED,Private,Unlimited Company,State Govt company,03/01/2001,7083279,16384887,Under Liquidation,INFORMATION SERVICE ACTIVITIES,"B-202, Link Road, Whitefield, Karnataka - 425175",ROC-BANGALORE
L82325KA2022PTC705226,CORPORATIONS CHEMICALS LIMITED,Private,Unlimited Company,Non-govt company,23/12/2022,9966061,16930806,Amalgamated,WHOLESALE TRADE,"B-202, Link Road, Satellite, Karnataka - 429971",ROC-BANGALORE
U88584KA2012PTC644097,REALTY TECHNOLOGIES SOLUTIONS PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,24/11/2012,10723925,15544312,Amalgamated,MANUFACTURING (CHEMICALS),"D-404, Park Street, Adyar, Karnataka - 445203",ROC-BANGALORE
L60491KA2008PTC814211,MANUFACTURING CORPORATIONS LIMITED,Private,Unlimited Company,State Govt company,15/06/2008,24867905,378365,Dissolved,MANUFACTURING (TEXTILES),"E-505, Park Street, Adyar, Karnataka - 494275",ROC-BANGALORE
U70481KA2021PTC384548,SOLUTIONS PHARMA CAPITAL OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,14/04/2021,47487208,5145742,Active,COMPUTER PROGRAMMING,"D-404, Link Road, Satellite, Karnataka - 523630",ROC-BANGALORE
U10466KA2008PLC557663,CONSTRUCTIONS TRADING PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,06/06/2008,18842163,3016242,Strike Off,WHOLESALE TRADE,"A-101, Park Street, Borivali, Karnataka - 497179",ROC-BANGALORE
L26497KA2005OPC352221,TECHNOLOGIES INVESTMENTS LIMITED,One Person Company,Unlimited Company,State Govt company,03/05/2005,7871703,13335745,Dissolved,EDUCATION,"A-101, Anna Salai, Whitefield, Karnataka - 505709",ROC-BANGALORE
U19896KA2021OPC603513,TECH PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,25/01/2021,45445043,20021835,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, Anna Salai, Adyar, Karnataka - 424813",ROC-BANGALORE
U78033KA2020OPC149456,TEXTILES MANUFACTURING CAPITAL PRIVATE LIMITED,Public,Unlimited Company,State Govt company,17/07/2020,41587826,2614859,Active,FINANCIAL SERVICE ACTIVITIES,"E-505, Brigade Road, Borivali, Karnataka - 514636",ROC-BANGALORE
U49326KA2002PTC510153,SERVICES CAPITAL LIMITED,Private,Unlimited Company,State Govt company,26/08/2002,4572487,5869247,Active,INFORMATION SERVICE ACTIVITIES,"B-202, Link Road, Whitefield, Karnataka - 488513",ROC-BANGALORE
U68579KA2024PTC992552,INDIA INVESTMENTS MANUFACTURING PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,04/04/2024,23552738,6221152,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, Anna Salai, Adyar, Karnataka - 449291",ROC-BANGALORE
L80484KA2013PLC782748,TECHNOLOGIES GLOBAL REALTY PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,19/04/2013,8675029,1685687,Dissolved,WHOLESALE TRADE,"B-202, Anna Salai, Andheri, Karnataka - 475351",ROC-BANGALORE
L44294KA2003PTC556083,INDIA INVESTMENTS LIMITED,One Person Company,Unlimited Company,State Govt company,08/02/2003,23141994,19282695,Under Liquidation,RETAIL TRADE,"B-202, Park Street, Whitefield, Karnataka - 529493",ROC-BANGALORE
U23684KA2020PLC753203,SERVICES MANUFACTURING LIMITED,Private,Unlimited Company,Non-govt company,12/01/2020,49223313,14297846,Amalgamated,COMPUTER PROGRAMMING,"E-505, Link Road, Andheri, Karnataka - 412723",ROC-BANGALORE
L43705KA2005PLC837282,INNOVATIONS INVESTMENTS CONSULTANCY LIMITED,One Person Company,Company limited by shares,State Govt company,01/05/2005,23169765,19484062,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, Link Road, Satellite, Karnataka - 427304",ROC-BANGALORE
U64539KA2002PTC210192,EDUCATION CHEMICALS LIMITED,One Person Company,Company limited by guarantee,Non-govt company,05/10/2002,30782863,24503022,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Brigade Road, Andheri, Karnataka - 408513",ROC-BANGALORE
L67663KA2002OPC906148,MANUFACTURING GLOBAL INNOVATIONS OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,11/07/2002,48005081,16776508,Active,MANUFACTURING (CHEMICALS),"A-101, Brigade Road, Whitefield, Karnataka - 450183",ROC-BANGALORE
U96157KA2015PLC697230,TECH DEVELOPERS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,10/03/2015,20090804,13156761,Strike Off,COMPUTER PROGRAMMING,"A-101, MG Road, Whitefield, Karnataka - 470629",ROC-BANGALORE
L36074KA2010OPC479405,CONSTRUCTIONS PHARMA VENTURES LIMITED,Private,Company limited by shares,State Govt company,17/04/2010,24979454,12526949,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"B-202, Park Street, Adyar, Karnataka - 421175",ROC-BANGALORE
U36971KA2003PTC786441,INVESTMENTS GLOBAL EDUCATION LIMITED,Public,Company limited by guarantee,Non-govt company,12/11/2003,32149289,13465480,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Brigade Road, Satellite, Karnataka - 499159",ROC-BANGALORE
U81643KA2006PLC319881,CORPORATIONS INVESTMENTS ENTERPRISES LIMITED,One Person Company,Company limited by shares,State Govt company,16/10/2006,10160164,14519015,Amalgamated,FINANCIAL SERVICE ACTIVITIES,"D-404, Anna Salai, Borivali, Karnataka - 434642",ROC-BANGALORE
U20682KA2019OPC889935,TRADING TECH GLOBAL PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,07/11/2019,7736216,7029589,Strike Off,MANUFACTURING (CHEMICALS),"C-303, Anna Salai, Satellite, Karnataka - 400633",ROC-BANGALORE
U13409KA2016OPC254931,CORPORATIONS TEXTILES OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,26/11/2016,40306848,15088707,Active,INFORMATION SERVICE ACTIVITIES,"B-202, MG Road, Satellite, Karnataka - 458774",ROC-BANGALORE
U20737KA2018PTC847124,CONSULTANCY EDUCATION SYSTEMS OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,08/10/2018,38512643,5429657,Dissolved,RETAIL TRADE,"A-101, MG Road, Borivali, Karnataka - 438425",ROC-BANGALORE
U33818KA2008OPC594310,INVESTMENTS ENTERPRISES LIMITED,One Person Company,Company limited by shares,Non-govt company,01/12/2008,3663841,3170671,Dissolved,REAL ESTATE ACTIVITIES,"E-505, Park Street, Adyar, Karnataka - 407795",ROC-BANGALORE
U66880KA2001OPC215861,CAPITAL PRIVATE LIMITED,Private,Unlimited Company,State Govt company,24/02/2001,41865659,746301,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Anna Salai, Adyar, Karnataka - 417804",ROC-BANGALORE
L52468KA2009PLC886730,EXPORTS HEALTHCARE CONSULTANCY PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,24/11/2009,2588715,9561460,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"D-404, MG Road, Whitefield, Karnataka - 479494",ROC-BANGALORE
L91783KA2015OPC782837,PHARMA INDIA SERVICES PRIVATE LIMITED,Private,Unlimited Company,State Govt company,30/07/2015,40230428,5959678,Active,REAL ESTATE ACTIVITIES,"E-505, Park Street, Andheri, Karnataka - 482786",ROC-BANGALORE
L96974KA2003OPC134542,INTERNATIONAL PRIVATE LIMITED,Private,Company limited by shares,State Govt company,04/11/2003,44756454,15755093,Amalgamated,ACCOMMODATION AND FOOD SERVICE,"D-404, Link Road, Andheri, Karnataka - 514779",ROC-BANGALORE
L38466KA2024PTC792652,VENTURES TEXTILES PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,15/08/2024,29650059,18574849,Active,EDUCATION,"B-202, Link Road, Andheri, Karnataka - 485948",ROC-BANGALORE
L26431KA2013PLC418500,CONSULTANCY SYSTEMS PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,11/03/2013,43360396,5688128,Dissolved,REAL ESTATE ACTIVITIES,"A-101, Park Street, Borivali, Karnataka - 421544",ROC-BANGALORE
U59016KA2005OPC158058,GLOBAL PRIVATE LIMITED,Private,Unlimited Company,State Govt company,21/12/2005,18093632,4753551,Strike Off,HUMAN HEALTH AND SOCIAL WORK,"B-202, Link Road, Satellite, Karnataka - 484829",ROC-BANGALORE
U34899KA2009PTC462164,TRADING FINANCE INTERNATIONAL PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,08/11/2009,39603027,10996367,Under Liquidation,COMPUTER PROGRAMMING,"D-404, Brigade Road, Adyar, Karnataka - 535000",ROC-BANGALORE
L53242KA2023OPC650088,HEALTHCARE CAPITAL INTERNATIONAL PRIVATE LIMITED,Private,Unlimited Company,State Govt company,01/03/2023,2297856,24686256,Active,COMPUTER PROGRAMMING,"A-101, Anna Salai, Andheri, Karnataka - 441905",ROC-BANGALORE
U93868KA2024OPC190946,MANUFACTURING INDIA OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,15/11/2024,12882320,15190616,Amalgamated,COMPUTER PROGRAMMING,"D-404, Brigade Road, Adyar, Karnataka - 486524",ROC-BANGALORE
U29082KA2005PLC190153,CAPITAL SOLUTIONS PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,05/01/2005,4494042,24693991,Under Liquidation,REAL ESTATE ACTIVITIES,"A-101, Park Street, Whitefield, Karnataka - 528621",ROC-BANGALORE
U22634KA2005PLC120429,CORPORATIONS INDUSTRIES LIMITED,Private,Unlimited Company,Non-govt company,27/07/2005,19985223,15042880,Active,FINANCIAL SERVICE ACTIVITIES,"E-505, Anna Salai, Borivali, Karnataka - 423619",ROC-BANGALORE
L87511KA2003PTC783250,ENTERPRISES OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,12/01/2003,35118051,15692277,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"B-202, Link Road, Borivali, Karnataka - 408788",ROC-BANGALORE
U88101KA2021PTC772072,REALTY PRIVATE LIMITED,Public,Unlimited Company,State Govt company,15/05/2021,21731324,17094691,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, MG Road, Andheri, Karnataka - 500761",ROC-BANGALORE
U20149KA2003PLC323433,TEXTILES OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,15/06/2003,31247179,11578774,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"B-202, MG Road, Whitefield, Karnataka - 468314",ROC-BANGALORE
U45444KA2010OPC381734,INTERNATIONAL PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,07/01/2010,10972031,6943543,Strike Off,FINANCIAL SERVICE ACTIVITIES,"A-101, Link Road, Adyar, Karnataka - 426109",ROC-BANGALORE
U21641KA2006PLC512357,GLOBAL INVESTMENTS CONSULTANCY OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,15/12/2006,13226429,1402639,Amalgamated,EDUCATION,"A-101, MG Road, Borivali, Karnataka - 438963",ROC-BANGALORE
L95978KA2023OPC273135,CONSULTANCY LIMITED,One Person Company,Unlimited Company,State Govt company,08/03/2023,12384354,13404105,Strike Off,CONSTRUCTION,"E-505, Link Road, Whitefield, Karnataka - 537524",ROC-BANGALORE
U97346KA2016PTC327474,FINANCE INDIA OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,01/05/2016,35782324,5673716,Active,ACCOMMODATION AND FOOD SERVICE,"C-303, Brigade Road, Whitefield, Karnataka - 451769",ROC-BANGALORE
U35171KA2015OPC323195,PHARMA CAPITAL IMPORTS LIMITED,Private,Company limited by guarantee,Non-govt company,09/08/2015,44514260,11174571,Under Liquidation,MANUFACTURING (TEXTILES),"D-404, Park Street, Andheri, Karnataka - 524122",ROC-BANGALORE
L86471KA2000PTC896204,TRADING SOLUTIONS PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,13/02/2000,24823868,13926380,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"A-101, Anna Salai, Adyar, Karnataka - 401243",ROC-BANGALORE
U64797KA2003PTC628775,FINANCE CONSTRUCTIONS OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,18/04/2003,8806211,20381526,Dissolved,INFORMATION SERVICE ACTIVITIES,"C-303, MG Road, Borivali, Karnataka - 523851",ROC-BANGALORE
L45326KA2011PLC512264,INDIA ENTERPRISES INDUSTRIES LIMITED,One Person Company,Unlimited Company,Non-govt company,24/09/2011,24103306,15804634,Dissolved,WHOLESALE TRADE,"C-303, Brigade Road, Adyar, Karnataka - 524511",ROC-BANGALORE
L49810KA2014OPC885957,CONSTRUCTIONS INVESTMENTS VENTURES LIMITED,One Person Company,Company limited by shares,State Govt company,18/04/2014,2125936,23272000,Active,MANUFACTURING (FOOD PRODUCTS),"C-303, Brigade Road, Adyar, Karnataka - 401780",ROC-BANGALORE
L76459KA2007PTC689156,PHARMA CORPORATIONS OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,28/05/2007,42762005,20242099,Dissolved,MANUFACTURING (CHEMICALS),"A-101, Link Road, Andheri, Karnataka - 530596",ROC-BANGALORE
U25139KA2006PLC402318,EXPORTS FINANCE OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,07/08/2006,16212261,790518,Amalgamated,MANUFACTURING (CHEMICALS),"B-202, Park Street, Andheri, Karnataka - 506482",ROC-BANGALORE
U13154KA2007PLC468693,CHEMICALS PRIVATE LIMITED,Private,Company limited by shares,State Govt company,05/06/2007,44811185,21424217,Active,MANUFACTURING (TEXTILES),"C-303, Park Street, Adyar, Karnataka - 458945",ROC-BANGALORE
U76329KA2015OPC897520,CHEMICALS MANUFACTURING REALTY OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,15/02/2015,13141664,1322045,Amalgamated,INFORMATION SERVICE ACTIVITIES,"E-505, Link Road, Borivali, Karnataka - 510981",ROC-BANGALORE
U53568KA2009PTC987768,VENTURES INNOVATIONS INDIA PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,26/08/2009,35357877,8703364,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, MG Road, Andheri, Karnataka - 508984",ROC-BANGALORE
U75115KA2008PTC880280,EXPORTS FINANCE VENTURES PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,20/02/2008,30200387,15530252,Under Liquidation,MANUFACTURING (CHEMICALS),"A-101, Link Road, Whitefield, Karnataka - 414359",ROC-BANGALORE
L27888KA2012PLC648055,SERVICES HEALTHCARE DEVELOPERS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,27/04/2012,27620419,14634977,Active,MANUFACTURING (FOOD PRODUCTS),"A-101, Brigade Road, Borivali, Karnataka - 501560",ROC-BANGALORE
U29821KA2002PLC105981,TECHNOLOGIES SOLUTIONS INTERNATIONAL OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,28/09/2002,28539891,5120196,Amalgamated,CONSTRUCTION,"D-404, MG Road, Satellite, Karnataka - 548081",ROC-BANGALORE
U24309KA2015PLC182157,SOLUTIONS GLOBAL INTERNATIONAL LIMITED,Private,Company limited by guarantee,Non-govt company,20/05/2015,38210040,9855000,Strike Off,HUMAN HEALTH AND SOCIAL WORK,"A-101, Link Road, Adyar, Karnataka - 444799",ROC-BANGALORE
L21433KA2019OPC793889,IMPORTS ENTERPRISES OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,20/09/2019,6331672,4989555,Dissolved,REAL ESTATE ACTIVITIES,"E-505, Anna Salai, Andheri, Karnataka - 427648",ROC-BANGALORE
U11659KA2001OPC529828,SERVICES OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,21/12/2001,4825896,15574583,Active,INFORMATION SERVICE ACTIVITIES,"C-303, Park Street, Borivali, Karnataka - 474975",ROC-BANGALORE
U30918KA2024PTC381636,PHARMA PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,15/02/2024,10196355,19999109,Under Liquidation,CONSTRUCTION,"B-202, Link Road, Whitefield, Karnataka - 456989",ROC-BANGALORE
L57319KA2016PTC517497,INTERNATIONAL TRADING ENTERPRISES LIMITED,Private,Company limited by shares,Non-govt company,07/12/2016,33066713,2671974,Amalgamated,COMPUTER PROGRAMMING,"D-404, MG Road, Andheri, Karnataka - 526601",ROC-BANGALORE
U31114KA2019PLC960725,CHEMICALS TECHNOLOGIES LIMITED,Public,Unlimited Company,State Govt company,08/11/2019,42565530,23536245,Under Liquidation,EDUCATION,"C-303, MG Road, Satellite, Karnataka - 513810",ROC-BANGALORE
L68418KA2019PTC891264,CAPITAL CONSTRUCTIONS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,21/01/2019,5448991,14506076,Under Liquidation,MANUFACTURING (CHEMICALS),"C-303, Park Street, Andheri, Karnataka - 487065",ROC-BANGALORE
L93016KA2008PTC541159,CONSULTANCY HEALTHCARE PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,26/03/2008,46201984,15858807,Active,RETAIL TRADE,"E-505, MG Road, Andheri, Karnataka - 449883",ROC-BANGALORE
U11301KA2007PTC669072,CONSULTANCY LIMITED,Private,Unlimited Company,Non-govt company,14/10/2007,14011385,2677589,Strike Off,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Anna Salai, Adyar, Karnataka - 426515",ROC-BANGALORE
U36615KA2019OPC441205,SYSTEMS INDIA PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,01/04/2019,43939279,5370341,Amalgamated,RETAIL TRADE,"D-404, MG Road, Adyar, Karnataka - 494009",ROC-BANGALORE
L49318KA2008PTC422915,IMPORTS ENTERPRISES EDUCATION LIMITED,One Person Company,Company limited by shares,Non-govt company,20/01/2008,8963229,18273890,Dissolved,MANUFACTURING (TEXTILES),"B-202, Park Street, Borivali, Karnataka - 545280",ROC-BANGALORE
L36949KA2011OPC161834,SOLUTIONS ENTERPRISES PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,09/06/2011,9406235,18867041,Active,CONSTRUCTION,"B-202, MG Road, Whitefield, Karnataka - 526041",ROC-BANGALORE
U81527KA2021PTC853182,DEVELOPERS CONSULTANCY PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,07/08/2021,36649566,23521200,Dissolved,MANUFACTURING (CHEMICALS),"A-101, MG Road, Borivali, Karnataka - 408949",ROC-BANGALORE
L22738KA2007PLC672883,CORPORATIONS FOODS LIMITED,Public,Company limited by guarantee,Non-govt company,17/10/2007,36185056,9728216,Active,INFORMATION SERVICE ACTIVITIES,"E-505, Anna Salai, Satellite, Karnataka - 558877",ROC-BANGALORE
U73444KA2017OPC320487,HEALTHCARE INTERNATIONAL TRADING OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,04/10/2017,49649099,24890338,Dissolved,CONSTRUCTION,"C-303, Anna Salai, Satellite, Karnataka - 426832",ROC-BANGALORE
L32558KA2005PTC245659,TEXTILES CONSULTANCY MANUFACTURING LIMITED,Private,Unlimited Company,Non-govt company,02/11/2005,17326325,4818000,Dissolved,FINANCIAL SERVICE ACTIVITIES,"A-101, Anna Salai, Adyar, Karnataka - 493985",ROC-BANGALORE
