CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
U52596GJ2005PLC651744,TECHNOLOGIES CAPITAL PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,01/06/2005,3825553,5827553,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Link Road, Borivali, Gujarat - 435260",ROC-AHMEDABAD
U88381GJ2009PLC351055,INDUSTRIES LIMITED,Public,Unlimited Company,Non-govt company,12/06/2009,18534704,17318221,Active,EDUCATION,"C-303, Park Street, Adyar, Gujarat - 538158",ROC-AHMEDABAD
U71338GJ2020PLC429119,EXPORTS INNOVATIONS PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,01/10/2020,15010434,20538578,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Link Road, Borivali, Gujarat - 491048",ROC-AHMEDABAD
L12457GJ2001PLC515741,CONSTRUCTIONS GLOBAL LIMITED,Private,Company limited by guarantee,Non-govt company,02/04/2001,22655917,963682,Strike Off,FINANCIAL SERVICE ACTIVITIES,"D-404, MG Road, Adyar, Gujarat - 496841",ROC-AHMEDABAD
L21791GJ2017PLC250789,CONSTRUCTIONS ENTERPRISES OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,29/05/2017,12645248,5352098,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Brigade Road, Andheri, Gujarat - 481928",ROC-AHMEDABAD
U47856GJ2000PTC319969,ENTERPRISES INVESTMENTS SYSTEMS LIMITED,One Person Company,Unlimited Company,Non-govt company,30/06/2000,29667761,14618079,Amalgamated,CONSTRUCTION,"E-505, Park Street, Borivali, Gujarat - 478271",ROC-AHMEDABAD
U25244GJ2004OPC827922,CHEMICALS OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,08/05/2004,47862590,19555336,Dissolved,MANUFACTURING (CHEMICALS),"C-303, Park Street, Andheri, Gujarat - 543691",ROC-AHMEDABAD
L93217GJ2016PLC235876,INTERNATIONAL MANUFACTURING TECH OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,15/03/2016,27592522,1139129,Dissolved,FINANCIAL SERVICE ACTIVITIES,"C-303, Link Road, Whitefield, Gujarat - 444323",ROC-AHMEDABAD
U41194GJ2019PTC295264,CAPITAL PRIVATE LIMITED,Public,Company limited by shares,State Govt company,20/04/2019,4910866,16435559,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Anna Salai, Andheri, Gujarat - 524180",ROC-AHMEDABAD
L83902GJ2014PTC639781,SYSTEMS EXPORTS GLOBAL LIMITED,Private,Unlimited Company,State Govt company,27/01/2014,5196888,17212771,Strike Off,MANUFACTURING (TEXTILES),"E-505, Park Street, Adyar, Gujarat - 507791",ROC-AHMEDABAD
L84401GJ2008PLC282989,SOLUTIONS CONSTRUCTIONS MANUFACTURING PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,01/03/2008,9136336,14679297,Under Liquidation,WHOLESALE TRADE,"A-101, Link Road, Andheri, Gujarat - 505090",ROC-AHMEDABAD
L66014GJ2012PTC683201,CONSTRUCTIONS PHARMA CHEMICALS LIMITED,One Person Company,Company limited by guarantee,State Govt company,14/02/2012,5756782,8652531,Active,FINANCIAL SERVICE ACTIVITIES,"C-303, Anna Salai, Satellite, Gujarat - 401505",ROC-AHMEDABAD
L85114GJ2001PLC605957,MANUFACTURING SOLUTIONS INDUSTRIES OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,15/03/2001,37817026,10059514,Dissolved,REAL ESTATE ACTIVITIES,"B-202, Anna Salai, Satellite, Gujarat - 455404",ROC-AHMEDABAD
L14889GJ2010PTC740521,TRADING LIMITED,One Person Company,Unlimited Company,Non-govt company,07/04/2010,4178468,15738777,Under Liquidation,INFORMATION SERVICE ACTIVITIES,"E-505, MG Road, Satellite, Gujarat - 433878",ROC-AHMEDABAD
U94534GJ2013OPC298462,TRADING REALTY OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,19/10/2013,14258153,11782057,Amalgamated,EDUCATION,"B-202, Brigade Road, Satellite, Gujarat - 522147",ROC-AHMEDABAD
U15658GJ2006PTC295692,TEXTILES LIMITED,Public,Company limited by guarantee,Non-govt company,11/02/2006,1076600,16984199,Amalgamated,RETAIL TRADE,"B-202, MG Road, Whitefield, Gujarat - 476218",ROC-AHMEDABAD
L98506GJ2009PTC130456,FOODS EDUCATION ENTERPRISES OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,29/10/2009,46852379,14199082,Strike Off,REAL ESTATE ACTIVITIES,"B-202, Anna Salai, Borivali, Gujarat - 418136",ROC-AHMEDABAD
L35877GJ2002PLC977980,CORPORATIONS PRIVATE LIMITED,Public,Unlimited Company,State Govt company,11/11/2002,21738077,13483146,Active,WHOLESALE TRADE,"D-404, Park Street, Andheri, Gujarat - 413539",ROC-AHMEDABAD
U21978GJ2020PLC610262,ENTERPRISES TECHNOLOGIES PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,16/10/2020,9744420,2614540,Dissolved,RETAIL TRADE,"A-101, MG Road, Adyar, Gujarat - 528705",ROC-AHMEDABAD
L91118GJ2022PTC600538,DEVELOPERS GLOBAL CORPORATIONS PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,27/03/2022,29905895,5223057,Amalgamated,RETAIL TRADE,"C-303, MG Road, Andheri, Gujarat - 411901",ROC-AHMEDABAD
U36156GJ2022PTC104414,DEVELOPERS IMPORTS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,15/05/2022,45580837,22700669,Strike Off,COMPUTER PROGRAMMING,"E-505, Brigade Road, Whitefield, Gujarat - 426968",ROC-AHMEDABAD
L30782GJ2008OPC839546,CAPITAL DEVELOPERS SOLUTIONS LIMITED,Private,Company limited by shares,Non-govt company,16/08/2008,4416563,4113918,Active,EDUCATION,"D-404, Brigade Road, Whitefield, Gujarat - 521586",ROC-AHMEDABAD
L22650GJ2008OPC856243,SOLUTIONS DEVELOPERS SERVICES LIMITED,Public,Company limited by shares,State Govt company,25/11/2008,22984241,12576935,Dissolved,COMPUTER PROGRAMMING,"D-404, Anna Salai, Whitefield, Gujarat - 545882",ROC-AHMEDABAD
U52543GJ2004PTC927114,DEVELOPERS LIMITED,Public,Company limited by guarantee,State Govt company,02/09/2004,43275089,12471982,Dissolved,MANUFACTURING (CHEMICALS),"C-303, Link Road, Whitefield, Gujarat - 534332",ROC-AHMEDABAD
U63795GJ2011PTC723133,PHARMA DEVELOPERS VENTURES PRIVATE LIMITED,Private,Company limited by shares,State Govt company,06/06/2011,45486220,12878803,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"D-404, MG Road, Adyar, Gujarat - 407169",ROC-AHMEDABAD
U80253GJ2022PLC423529,REALTY INNOVATIONS LIMITED,One Person Company,Company limited by shares,Non-govt company,21/05/2022,21475685,24685465,Strike Off,INFORMATION SERVICE ACTIVITIES,"E-505, Park Street, Borivali, Gujarat - 520293",ROC-AHMEDABAD
L25798GJ2006PLC160591,TEXTILES HEALTHCARE CONSTRUCTIONS LIMITED,One Person Company,Company limited by guarantee,Non-govt company,19/05/2006,33188707,17514528,Under Liquidation,RETAIL TRADE,"B-202, Link Road, Satellite, Gujarat - 413125",ROC-AHMEDABAD
U98465GJ2001OPC534114,CONSTRUCTIONS VENTURES PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,17/01/2001,18289720,18734090,Under Liquidation,REAL ESTATE ACTIVITIES,"D-404, Park Street, Whitefield, Gujarat - 499381",ROC-AHMEDABAD
L13449GJ2018PLC311501,GLOBAL PRIVATE LIMITED,Private,Unlimited Company,State Govt company,15/02/2018,47120303,14034190,Active,ACCOMMODATION AND FOOD SERVICE,"C-303, Park Street, Whitefield, Gujarat - 554050",ROC-AHMEDABAD
U46354GJ2023PTC384638,SERVICES REALTY PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,30/04/2023,46995716,4116353,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, Brigade Road, Borivali, Gujarat - 404588",ROC-AHMEDABAD
U30518GJ2005PLC346556,EXPORTS LIMITED,Private,Company limited by guarantee,State Govt company,18/04/2005,11522798,19727667,Amalgamated,FINANCIAL SERVICE ACTIVITIES,"A-101, Anna Salai, Borivali, Gujarat - 510232",ROC-AHMEDABAD
L46193GJ2018PTC188771,PHARMA SOLUTIONS OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,01/09/2018,11780447,2450845,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Park Street, Borivali, Gujarat - 431896",ROC-AHMEDABAD
U95499GJ2006PLC831562,ENTERPRISES SERVICES PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,13/02/2006,42784753,5037309,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, Link Road, Borivali, Gujarat - 416904",ROC-AHMEDABAD
U66531GJ2005OPC637390,ENTERPRISES LIMITED,One Person Company,Company limited by guarantee,State Govt company,22/05/2005,18479892,12124557,Active,WHOLESALE TRADE,"B-202, Brigade Road, Whitefield, Gujarat - 419827",ROC-AHMEDABAD
L23495GJ2004PTC397438,REALTY TECHNOLOGIES INDUSTRIES PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,15/07/2004,44489011,5198111,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Link Road, Adyar, Gujarat - 410630",ROC-AHMEDABAD
L59445GJ2018OPC175790,INNOVATIONS HEALTHCARE OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,10/01/2018,15649036,22066153,Amalgamated,RETAIL TRADE,"D-404, Brigade Road, Whitefield, Gujarat - 454512",ROC-AHMEDABAD
U28956GJ2019OPC763337,MANUFACTURING REALTY HEALTHCARE PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,30/09/2019,40133389,2328423,Under Liquidation,EDUCATION,"B-202, MG Road, Adyar, Gujarat - 542680",ROC-AHMEDABAD
U96455GJ2014PTC482025,TECH LIMITED,One Person Company,Unlimited Company,Non-govt company,10/06/2014,35235294,12308855,Active,EDUCATION,"A-101, Brigade Road, Whitefield, Gujarat - 425885",ROC-AHMEDABAD
U31448GJ2007PLC239618,EDUCATION REALTY LIMITED,Public,Company limited by shares,State Govt company,29/07/2007,23403440,821601,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, Anna Salai, Whitefield, Gujarat - 555844",ROC-AHMEDABAD
U60292GJ2001PLC489459,ENTERPRISES TRADING CAPITAL LIMITED,Public,Unlimited Company,Non-govt company,01/07/2001,4749960,8575681,Active,ACCOMMODATION AND FOOD SERVICE,"B-202, Anna Salai, Satellite, Gujarat - 543930",ROC-AHMEDABAD
L79369GJ2020OPC338811,CHEMICALS PHARMA DEVELOPERS LIMITED,One Person Company,Unlimited Company,Non-govt company,07/06/2020,11226285,18878600,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"E-505, Link Road, Borivali, Gujarat - 415589",ROC-AHMEDABAD
L10227GJ2008OPC704469,CORPORATIONS CONSTRUCTIONS PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,22/01/2008,620670,3295301,Dissolved,RETAIL TRADE,"C-303, Anna Salai, Whitefield, Gujarat - 453022",ROC-AHMEDABAD
L91354GJ2023OPC183854,FOODS SYSTEMS SERVICES LIMITED,Private,Unlimited Company,Non-govt company,09/06/2023,1537426,24188623,Dissolved,COMPUTER PROGRAMMING,"B-202, Link Road, Satellite, Gujarat - 459859",ROC-AHMEDABAD
U96619GJ2013OPC517441,CAPITAL CONSULTANCY LIMITED,Private,Company limited by guarantee,Non-govt company,13/01/2013,28724223,525004,Strike Off,INFORMATION SERVICE ACTIVITIES,"A-101, Park Street, Andheri, Gujarat - 516946",ROC-AHMEDABAD
U37795GJ2023OPC808810,SOLUTIONS CONSTRUCTIONS PHARMA OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,22/03/2023,45132067,460971,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, MG Road, Whitefield, Gujarat - 472920",ROC-AHMEDABAD
U29122GJ2002OPC708429,INDIA OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,30/05/2002,49122996,21842268,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, Anna Salai, Whitefield, Gujarat - 539565",ROC-AHMEDABAD
U56797GJ2004PTC958638,VENTURES CORPORATIONS OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,18/09/2004,48261304,1799569,Strike Off,COMPUTER PROGRAMMING,"B-202, MG Road, Adyar, Gujarat - 452907",ROC-AHMEDABAD
L82879GJ2021PLC318972,CONSULTANCY IMPORTS PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,21/10/2021,41955722,21175502,Amalgamated,WHOLESALE TRADE,"C-303, Anna Salai, Borivali, Gujarat - 427481",ROC-AHMEDABAD
U18810GJ2023OPC857947,TECH SERVICES PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,04/07/2023,34342133,18281096,Under Liquidation,EDUCATION,"E-505, MG Road, Borivali, Gujarat - 513733",ROC-AHMEDABAD
U73659GJ2007PLC953446,VENTURES INTERNATIONAL CONSULTANCY PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,16/08/2007,16207396,2603967,Dissolved,WHOLESALE TRADE,"A-101, Anna Salai, Adyar, Gujarat - 538420",ROC-AHMEDABAD
U72161GJ2008PTC403568,SYSTEMS OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,27/03/2008,31357976,23509670,Active,FINANCIAL SERVICE ACTIVITIES,"A-101, MG Road, Satellite, Gujarat - 416704",ROC-AHMEDABAD
U18310GJ2004OPC570744,FOODS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,06/11/2004,45815216,19013841,Dissolved,EDUCATION,"E-505, MG Road, Andheri, Gujarat - 443532",ROC-AHMEDABAD
U84385GJ2006OPC175604,INVESTMENTS VENTURES EDUCATION PRIVATE LIMITED,Private,Unlimited Company,State Govt company,23/02/2006,13660105,15140653,Dissolved,FINANCIAL SERVICE ACTIVITIES,"C-303, Anna Salai, Borivali, Gujarat - 510845",ROC-AHMEDABAD
U61141GJ2014PTC897734,INDIA HEALTHCARE OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,05/06/2014,26893331,13603914,Dissolved,ACCOMMODATION AND FOOD SERVICE,"B-202, Anna Salai, Whitefield, Gujarat - 556311",ROC-AHMEDABAD
L29282GJ2018PLC902182,CONSTRUCTIONS LIMITED,One Person Company,Unlimited Company,State Govt company,02/02/2018,15448956,1617591,Dissolved,MANUFACTURING (FOOD PRODUCTS),"B-202, MG Road, Satellite, Gujarat - 551962",ROC-AHMEDABAD
L66509GJ2017PLC838765,EXPORTS PRIVATE LIMITED,Private,Unlimited Company,State Govt company,15/03/2017,47525551,8785924,Amalgamated,INFORMATION SERVICE ACTIVITIES,"A-101, Park Street, Borivali, Gujarat - 441779",ROC-AHMEDABAD
L30833GJ2015PTC414269,INVESTMENTS CONSTRUCTIONS INNOVATIONS PRIVATE LIMITED,Public,Unlimited Company,State Govt company,17/12/2015,16525439,9985780,Active,CONSTRUCTION,"D-404, Park Street, Borivali, Gujarat - 556122",ROC-AHMEDABAD
L42840GJ2006PLC566712,INDIA TRADING PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,01/01/2006,22098303,6719810,Dissolved,WHOLESALE TRADE,"D-404, Link Road, Satellite, Gujarat - 539199",ROC-AHMEDABAD
L70039GJ2007PLC506050,GLOBAL FINANCE IMPORTS OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,01/05/2007,28088987,19704989,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Anna Salai, Satellite, Gujarat - 420574",ROC-AHMEDABAD
U30132GJ2008PTC192294,SERVICES PHARMA REALTY PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,26/09/2008,47540709,15374102,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"C-303, Park Street, Adyar, Gujarat - 517994",ROC-AHMEDABAD
U88656GJ2015PLC344329,CONSTRUCTIONS EXPORTS DEVELOPERS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,09/04/2015,11910767,9013697,Amalgamated,EDUCATION,"C-303, Anna Salai, Whitefield, Gujarat - 411118",ROC-AHMEDABAD
L15182GJ2009OPC369912,CORPORATIONS REALTY CONSULTANCY PRIVATE LIMITED,Public,Unlimited Company,State Govt company,22/12/2009,31030794,16267871,Active,WHOLESALE TRADE,"A-101, Link Road, Whitefield, Gujarat - 418607",ROC-AHMEDABAD
U73058GJ2003OPC497956,EDUCATION LIMITED,Private,Company limited by guarantee,Non-govt company,06/09/2003,21674260,19602308,Amalgamated,INFORMATION SERVICE ACTIVITIES,"E-505, MG Road, Borivali, Gujarat - 406737",ROC-AHMEDABAD
L94221GJ2000PTC303941,EDUCATION TRADING CONSTRUCTIONS PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,17/07/2000,29639036,17988504,Dissolved,INFORMATION SERVICE ACTIVITIES,"A-101, Brigade Road, Adyar, Gujarat - 539982",ROC-AHMEDABAD
L35076GJ2009OPC139415,CONSULTANCY OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,29/05/2009,35626314,5562472,Amalgamated,MANUFACTURING (TEXTILES),"B-202, Brigade Road, Adyar, Gujarat - 460259",ROC-AHMEDABAD
L65298GJ2004OPC593917,DEVELOPERS INNOVATIONS PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,29/02/2004,1001924,6958344,Strike Off,WHOLESALE TRADE,"D-404, MG Road, Adyar, Gujarat - 424312",ROC-AHMEDABAD
L84495GJ2004OPC165816,CAPITAL PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,01/05/2004,6940867,3440619,Active,EDUCATION,"C-303, Park Street, Borivali, Gujarat - 507087",ROC-AHMEDABAD
L67689GJ2006PLC282012,GLOBAL INTERNATIONAL LIMITED,One Person Company,Unlimited Company,Non-govt company,17/05/2006,10511715,23311835,Active,HUMAN HEALTH AND SOCIAL WORK,"A-101, Brigade Road, Borivali, Gujarat - 410971",ROC-AHMEDABAD
L20553GJ2003OPC235491,DEVELOPERS SYSTEMS LIMITED,One Person Company,Company limited by guarantee,Non-govt company,17/10/2003,18112884,2814558,Strike Off,FINANCIAL SERVICE ACTIVITIES,"D-404, MG Road, Whitefield, Gujarat - 546117",ROC-AHMEDABAD
U32524GJ2010OPC175519,INTERNATIONAL INNOVATIONS INDIA LIMITED,One Person Company,Unlimited Company,State Govt company,16/07/2010,1691314,9242095,Active,EDUCATION,"B-202, MG Road, Adyar, Gujarat - 536324",ROC-AHMEDABAD
L64342GJ2007PLC895724,INVESTMENTS OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,15/02/2007,39114419,13259764,Strike Off,FINANCIAL SERVICE ACTIVITIES,"B-202, MG Road, Andheri, Gujarat - 463166",ROC-AHMEDABAD
U84426GJ2018PTC225461,INNOVATIONS OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,29/04/2018,6152601,18136838,Amalgamated,COMPUTER PROGRAMMING,"E-505, Park Street, Borivali, Gujarat - 558196",ROC-AHMEDABAD
U60140GJ2004PLC923892,TECH CHEMICALS CONSULTANCY PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,19/12/2004,14871777,8023408,Active,WHOLESALE TRADE,"D-404, Brigade Road, Satellite, Gujarat - 443337",ROC-AHMEDABAD
U42144GJ2009PLC892857,EDUCATION LIMITED,Private,Unlimited Company,State Govt company,08/03/2009,9361077,15945916,Under Liquidation,MANUFACTURING (CHEMICALS),"A-101, Park Street, Satellite, Gujarat - 553556",ROC-AHMEDABAD
L30745GJ2005OPC620522,INDIA MANUFACTURING OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,21/12/2005,27293180,23628734,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"A-101, Brigade Road, Satellite, Gujarat - 515158",ROC-AHMEDABAD
L77614GJ2024OPC137189,FOODS TECHNOLOGIES INVESTMENTS PRIVATE LIMITED,Private,Unlimited Company,State Govt company,24/01/2024,1639302,20528300,Active,WHOLESALE TRADE,"D-404, Anna Salai, Borivali, Gujarat - 406230",ROC-AHMEDABAD
L26872GJ2004PLC422229,TECH OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,30/12/2004,27976847,8657578,Strike Off,WHOLESALE TRADE,"E-505, Brigade Road, Adyar, Gujarat - 426677",ROC-AHMEDABAD
U33902GJ2008OPC137492,INNOVATIONS PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,26/07/2008,47280103,16655111,Strike Off,MANUFACTURING (CHEMICALS),"B-202, Anna Salai, Borivali, Gujarat - 519763",ROC-AHMEDABAD
U94230GJ2003OPC657936,GLOBAL LIMITED,Private,Company limited by shares,Non-govt company,06/11/2003,18718661,17975759,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Park Street, Borivali, Gujarat - 461597",ROC-AHMEDABAD
U80895GJ2003OPC549183,SERVICES PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,29/06/2003,35435733,17298101,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"E-505, Anna Salai, Andheri, Gujarat - 474135",ROC-AHMEDABAD
U63310GJ2014PTC840483,TECH DEVELOPERS OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,18/04/2014,41404797,6405448,Active,MANUFACTURING (CHEMICALS),"C-303, MG Road, Whitefield, Gujarat - 544049",ROC-AHMEDABAD
U45247GJ2009PTC318124,TECH CORPORATIONS INVESTMENTS OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,30/12/2009,36060834,17589845,Amalgamated,EDUCATION,"B-202, Brigade Road, Satellite, Gujarat - 503261",ROC-AHMEDABAD
L96076GJ2018PLC662903,CORPORATIONS CONSULTANCY EDUCATION PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,15/05/2018,11630474,9140030,Amalgamated,CONSTRUCTION,"B-202, MG Road, Andheri, Gujarat - 519925",ROC-AHMEDABAD
L64244GJ2016OPC837836,TRADING INTERNATIONAL INDIA PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,01/03/2016,1413676,10828585,Under Liquidation,CONSTRUCTION,"B-202, MG Road, Whitefield, Gujarat - 506967",ROC-AHMEDABAD
L90265GJ2016PTC294822,INDUSTRIES MANUFACTURING LIMITED,One Person Company,Company limited by shares,State Govt company,03/02/2016,18410287,7502691,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, MG Road, Whitefield, Gujarat - 487740",ROC-AHMEDABAD
L77926GJ2024OPC717124,INDUSTRIES TRADING TECH LIMITED,Private,Company limited by shares,State Govt company,21/10/2024,17143924,3360354,Active,INFORMATION SERVICE ACTIVITIES,"C-303, Brigade Road, Borivali, Gujarat - 440089",ROC-AHMEDABAD
L87145GJ2004PTC288430,PHARMA PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,05/07/2004,43539556,18356871,Dissolved,INFORMATION SERVICE ACTIVITIES,"A-101, Link Road, Adyar, Gujarat - 414874",ROC-AHMEDABAD
L73688GJ2008PLC660989,INDIA TEXTILES SOLUTIONS OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,29/04/2008,2606774,9558848,Under Liquidation,WHOLESALE TRADE,"B-202, Brigade Road, Whitefield, Gujarat - 416166",ROC-AHMEDABAD
U59019GJ2023PTC674225,ENTERPRISES INDIA OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,16/02/2023,27135673,16416478,Dissolved,FINANCIAL SERVICE ACTIVITIES,"D-404, Link Road, Adyar, Gujarat - 427268",ROC-AHMEDABAD
U13708GJ2003PTC419589,INNOVATIONS CORPORATIONS OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,02/08/2003,34465715,22863699,Dissolved,WHOLESALE TRADE,"C-303, Brigade Road, Whitefield, Gujarat - 550117",ROC-AHMEDABAD
U64698GJ2014OPC735264,CONSULTANCY SOLUTIONS CONSTRUCTIONS OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,26/07/2014,35499951,19312168,Dissolved,WHOLESALE TRADE,"D-404, Link Road, Whitefield, Gujarat - 409924",ROC-AHMEDABAD
L49155GJ2004PTC101371,MANUFACTURING PHARMA TECH OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,20/03/2004,6475771,19844292,Strike Off,INFORMATION SERVICE ACTIVITIES,"A-101, Brigade Road, Andheri, Gujarat - 475701",ROC-AHMEDABAD
U43295GJ2013PLC881660,FOODS LIMITED,One Person Company,Unlimited Company,State Govt company,28/09/2013,21907241,13657524,Amalgamated,CONSTRUCTION,"B-202, Brigade Road, Satellite, Gujarat - 415948",ROC-AHMEDABAD
L37955GJ2016PTC743447,CORPORATIONS PHARMA HEALTHCARE PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,22/07/2016,47957417,567431,Active,CONSTRUCTION,"A-101, Link Road, Andheri, Gujarat - 477078",ROC-AHMEDABAD
L70347GJ2010OPC515001,CONSTRUCTIONS HEALTHCARE EXPORTS LIMITED,Public,Company limited by shares,Non-govt company,06/09/2010,42676961,11579653,Strike Off,CONSTRUCTION,"C-303, Link Road, Borivali, Gujarat - 556374",ROC-AHMEDABAD
U43781GJ2008OPC641663,SERVICES SYSTEMS FOODS LIMITED,Public,Company limited by guarantee,Non-govt company,23/12/2008,23767479,20735095,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Brigade Road, Adyar, Gujarat - 520749",ROC-AHMEDABAD
U87081GJ2002PLC263409,FINANCE TRADING CONSTRUCTIONS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,16/12/2002,32573232,2034704,Strike Off,REAL ESTATE ACTIVITIES,"E-505, Brigade Road, Adyar, Gujarat - 527304",ROC-AHMEDABAD
U36911GJ2004PLC532770,CAPITAL TRADING OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,15/09/2004,26370461,4436784,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Brigade Road, Adyar, Gujarat - 487494",ROC-AHMEDABAD
L38127GJ2001PLC394616,FOODS LIMITED,Private,Company limited by guarantee,State Govt company,06/08/2001,21085924,16113136,Active,REAL ESTATE ACTIVITIES,"C-303, Park Street, Whitefield, Gujarat - 463883",ROC-AHMEDABAD
U71861GJ2007OPC869509,CAPITAL TECH CONSTRUCTIONS PRIVATE LIMITED,Public,Unlimited Company,State Govt company,07/11/2007,40003016,13830637,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, Park Street, Andheri, Gujarat - 518383",ROC-AHMEDABAD
L26683GJ2014PLC312205,INTERNATIONAL INVESTMENTS GLOBAL PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,21/11/2014,13083995,1013490,Active,HUMAN HEALTH AND SOCIAL WORK,"B-202, Brigade Road, Satellite, Gujarat - 446792",ROC-AHMEDABAD
