CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
U37839MH2015PTC539023,TECH EXPORTS GLOBAL OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,14/02/2015,25582231,22068407,Under Liquidation,RETAIL TRADE,"D-404, Park Street, Whitefield, Maharashtra - 512817",ROC-MUMBAI
L64365MH2001OPC902335,TRADING LIMITED,Public,Company limited by guarantee,Non-govt company,13/04/2001,26036315,2064487,Amalgamated,COMPUTER PROGRAMMING,"B-202, Link Road, Borivali, Maharashtra - 421556",ROC-MUMBAI
L14890MH2007OPC607107,PHARMA OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,09/11/2007,28661063,4062071,Active,HUMAN HEALTH AND SOCIAL WORK,"B-202, MG Road, Whitefield, Maharashtra - 445250",ROC-MUMBAI
U85636MH2007OPC597611,ENTERPRISES FINANCE LIMITED,Private,Company limited by shares,State Govt company,11/02/2007,35244838,3211808,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, Anna Salai, Whitefield, Maharashtra - 491147",ROC-MUMBAI
U64684MH2022OPC470482,CONSTRUCTIONS LIMITED,Public,Unlimited Company,State Govt company,10/05/2022,12873377,18170294,Active,MANUFACTURING (FOOD PRODUCTS),"B-202, MG Road, Andheri, Maharashtra - 436668",ROC-MUMBAI
U90823MH2009PTC314271,CONSULTANCY CAPITAL SOLUTIONS PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,28/06/2009,29441364,16793127,Active,COMPUTER PROGRAMMING,"E-505, Brigade Road, Andheri, Maharashtra - 408164",ROC-MUMBAI
L22883MH2015OPC842569,ENTERPRISES PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,22/10/2015,18967648,5929205,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"C-303, Link Road, Andheri, Maharashtra - 528285",ROC-MUMBAI
L66149MH2009PTC173746,INNOVATIONS PRIVATE LIMITED,Private,Company limited by shares,State Govt company,23/08/2009,12097905,10316800,Active,MANUFACTURING (TEXTILES),"D-404, Anna Salai, Satellite, Maharashtra - 412600",ROC-MUMBAI
U79864MH2007PTC144022,INDIA TECH INNOVATIONS PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,20/06/2007,16944324,15683111,Strike Off,MANUFACTURING (FOOD PRODUCTS),"A-101, Link Road, Borivali, Maharashtra - 467349",ROC-MUMBAI
L27766MH2021PLC880324,SERVICES CONSTRUCTIONS MANUFACTURING OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,28/11/2021,6280496,982142,Active,MANUFACTURING (TEXTILES),"C-303, Link Road, Satellite, Maharashtra - 488888",ROC-MUMBAI
L26846MH2000OPC917813,INDIA OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,29/05/2000,43850101,20537305,Active,EDUCATION,"D-404, Anna Salai, Adyar, Maharashtra - 543994",ROC-MUMBAI
U87215MH2008OPC489080,CHEMICALS PRIVATE LIMITED,Public,Unlimited Company,State Govt company,22/06/2008,47965149,8305784,Dissolved,ACCOMMODATION AND FOOD SERVICE,"E-505, Link Road, Satellite, Maharashtra - 411341",ROC-MUMBAI
U24219MH2017PTC711024,TRADING LIMITED,Private,Company limited by guarantee,State Govt company,30/06/2017,15441857,7985001,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Brigade Road, Andheri, Maharashtra - 418411",ROC-MUMBAI
U22916MH2013PTC442249,IMPORTS CHEMICALS FINANCE PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,06/11/2013,1598164,6071968,Dissolved,MANUFACTURING (CHEMICALS),"D-404, Anna Salai, Whitefield, Maharashtra - 427428",ROC-MUMBAI
L39563MH2008PTC563895,GLOBAL PRIVATE LIMITED,Private,Company limited by shares,State Govt company,23/09/2008,44017503,23798136,Strike Off,INFORMATION SERVICE ACTIVITIES,"A-101, Link Road, Borivali, Maharashtra - 553090",ROC-MUMBAI
U61994MH2020PTC212605,INVESTMENTS PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,12/06/2020,22438888,4757686,Under Liquidation,MANUFACTURING (TEXTILES),"C-303, Brigade Road, Satellite, Maharashtra - 531358",ROC-MUMBAI
L21961MH2013PTC991717,INVESTMENTS SERVICES OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,10/07/2013,1592576,7481382,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, MG Road, Andheri, Maharashtra - 420713",ROC-MUMBAI
U61519MH2018PTC541337,CONSTRUCTIONS EDUCATION CHEMICALS OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,23/05/2018,22029393,16095753,Under Liquidation,COMPUTER PROGRAMMING,"E-505, Park Street, Adyar, Maharashtra - 554533",ROC-MUMBAI
L23746MH2023OPC374764,REALTY TEXTILES LIMITED,One Person Company,Company limited by shares,State Govt company,16/05/2023,15471009,18142560,Under Liquidation,CONSTRUCTION,"A-101, Brigade Road, Adyar, Maharashtra - 486031",ROC-MUMBAI
U35092MH2005PTC766020,TEXTILES INDIA FINANCE PRIVATE LIMITED,Public,Unlimited Company,State Govt company,12/07/2005,43890442,12764016,Amalgamated,WHOLESALE TRADE,"A-101, Anna Salai, Whitefield, Maharashtra - 464475",ROC-MUMBAI
U25644MH2019OPC248247,INTERNATIONAL GLOBAL REALTY PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,01/10/2019,34461554,6792494,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"D-404, Anna Salai, Borivali, Maharashtra - 520358",ROC-MUMBAI
U48351MH2020PTC402776,GLOBAL CAPITAL OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,23/08/2020,28734858,2934383,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, MG Road, Whitefield, Maharashtra - 424406",ROC-MUMBAI
L58507MH2023PTC926236,CAPITAL EXPORTS OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,08/09/2023,31167952,11215012,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Park Street, Satellite, Maharashtra - 554014",ROC-MUMBAI
L64887MH2005PTC283157,INDUSTRIES TECHNOLOGIES INTERNATIONAL PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,12/08/2005,30140771,8476635,Dissolved,RETAIL TRADE,"D-404, Park Street, Borivali, Maharashtra - 424194",ROC-MUMBAI
L50368MH2002PLC423567,REALTY EDUCATION DEVELOPERS OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,26/08/2002,11215289,20824219,Strike Off,MANUFACTURING (FOOD PRODUCTS),"D-404, Link Road, Whitefield, Maharashtra - 496754",ROC-MUMBAI
L44575MH2013PLC751455,INTERNATIONAL HEALTHCARE SERVICES PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,26/11/2013,19085130,1768872,Active,INFORMATION SERVICE ACTIVITIES,"B-202, MG Road, Whitefield, Maharashtra - 459011",ROC-MUMBAI
U86792MH2019PLC453872,INDUSTRIES FINANCE OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,19/10/2019,9340666,6904871,Dissolved,EDUCATION,"E-505, Park Street, Satellite, Maharashtra - 470701",ROC-MUMBAI
U39307MH2010PLC101910,INTERNATIONAL IMPORTS OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,18/04/2010,1162473,16121699,Active,WHOLESALE TRADE,"E-505, Brigade Road, Andheri, Maharashtra - 550574",ROC-MUMBAI
L57420MH2023PTC367239,INDUSTRIES PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,02/02/2023,7572296,4136367,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Anna Salai, Borivali, Maharashtra - 554016",ROC-MUMBAI
U30539MH2021OPC908831,REALTY OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,24/01/2021,11528199,5355352,Strike Off,CONSTRUCTION,"A-101, Anna Salai, Satellite, Maharashtra - 409272",ROC-MUMBAI
L66004MH2010OPC705459,GLOBAL CHEMICALS OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,01/07/2010,49660482,15560862,Strike Off,MANUFACTURING (TEXTILES),"C-303, Park Street, Satellite, Maharashtra - 480147",ROC-MUMBAI
L68563MH2001PTC194758,DEVELOPERS REALTY FINANCE PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,02/06/2001,38374368,20443629,Active,FINANCIAL SERVICE ACTIVITIES,"D-404, Brigade Road, Borivali, Maharashtra - 420431",ROC-MUMBAI
U63329MH2009PTC463996,PHARMA FOODS OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,09/12/2009,6078464,18327210,Strike Off,INFORMATION SERVICE ACTIVITIES,"C-303, Link Road, Satellite, Maharashtra - 532613",ROC-MUMBAI
L60537MH2012OPC177199,REALTY CHEMICALS PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,28/03/2012,31332552,6506464,Dissolved,MANUFACTURING (TEXTILES),"A-101, Brigade Road, Satellite, Maharashtra - 496972",ROC-MUMBAI
U81672MH2015PLC544682,PHARMA OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,28/09/2015,48980763,10681987,Active,MANUFACTURING (CHEMICALS),"E-505, Brigade Road, Satellite, Maharashtra - 515440",ROC-MUMBAI
L79156MH2022PTC206330,TEXTILES PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,20/01/2022,20521759,8960773,Active,FINANCIAL SERVICE ACTIVITIES,"E-505, Park Street, Whitefield, Maharashtra - 540530",ROC-MUMBAI
U56241MH2014OPC473326,HEALTHCARE REALTY PRIVATE LIMITED,Public,Unlimited Company,State Govt company,14/12/2014,28770207,16879331,Dissolved,MANUFACTURING (CHEMICALS),"E-505, MG Road, Borivali, Maharashtra - 473226",ROC-MUMBAI
U64458MH2016PTC725750,INDUSTRIES HEALTHCARE OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,09/11/2016,45879850,1684463,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, MG Road, Whitefield, Maharashtra - 551448",ROC-MUMBAI
U73363MH2015OPC748089,SOLUTIONS HEALTHCARE OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,02/08/2015,26694832,254561,Under Liquidation,COMPUTER PROGRAMMING,"D-404, Link Road, Borivali, Maharashtra - 516332",ROC-MUMBAI
U67154MH2019PTC581291,INDIA CORPORATIONS LIMITED,Private,Company limited by guarantee,Non-govt company,16/07/2019,12324153,24956721,Dissolved,INFORMATION SERVICE ACTIVITIES,"D-404, Link Road, Adyar, Maharashtra - 453070",ROC-MUMBAI
L62000MH2007PLC974261,INDIA CHEMICALS PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,19/12/2007,12806558,6447137,Strike Off,FINANCIAL SERVICE ACTIVITIES,"E-505, Park Street, Whitefield, Maharashtra - 480700",ROC-MUMBAI
L99076MH2008OPC852284,CHEMICALS PRIVATE LIMITED,Private,Company limited by shares,State Govt company,07/08/2008,39370397,7755347,Strike Off,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, MG Road, Adyar, Maharashtra - 475081",ROC-MUMBAI
L96032MH2009PLC822453,HEALTHCARE REALTY LIMITED,Public,Company limited by guarantee,Non-govt company,26/08/2009,19724192,9566330,Under Liquidation,CONSTRUCTION,"D-404, MG Road, Adyar, Maharashtra - 477091",ROC-MUMBAI
U85708MH2020PTC287073,EXPORTS CONSTRUCTIONS SOLUTIONS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,10/03/2020,49746871,9231539,Dissolved,MANUFACTURING (FOOD PRODUCTS),"D-404, Link Road, Borivali, Maharashtra - 508224",ROC-MUMBAI
L45980MH2015PLC138969,TEXTILES MANUFACTURING OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,24/07/2015,12196312,7856275,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, Park Street, Whitefield, Maharashtra - 481496",ROC-MUMBAI
U18905MH2016PTC133919,CORPORATIONS PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,18/09/2016,11991166,21630666,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Park Street, Andheri, Maharashtra - 470219",ROC-MUMBAI
U56614MH2011PTC473794,REALTY TEXTILES ENTERPRISES PRIVATE LIMITED,Private,Unlimited Company,State Govt company,10/04/2011,39707286,8608717,Active,FINANCIAL SERVICE ACTIVITIES,"A-101, Park Street, Whitefield, Maharashtra - 447624",ROC-MUMBAI
U54904MH2007OPC328016,SYSTEMS SERVICES CHEMICALS PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,09/11/2007,7323674,24927619,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Park Street, Adyar, Maharashtra - 482924",ROC-MUMBAI
L56232MH2024OPC560164,EDUCATION PRIVATE LIMITED,Private,Company limited by shares,State Govt company,15/05/2024,31558679,10641506,Active,MANUFACTURING (TEXTILES),"A-101, MG Road, Adyar, Maharashtra - 439186",ROC-MUMBAI
L23419MH2006PTC284367,FOODS CONSULTANCY EDUCATION OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,31/03/2006,40814644,9456604,Amalgamated,ACCOMMODATION AND FOOD SERVICE,"B-202, Brigade Road, Satellite, Maharashtra - 501116",ROC-MUMBAI
L75154MH2004PTC464080,INVESTMENTS FINANCE LIMITED,Private,Company limited by guarantee,Non-govt company,01/12/2004,19500150,3749393,Amalgamated,MANUFACTURING (TEXTILES),"B-202, MG Road, Borivali, Maharashtra - 502990",ROC-MUMBAI
L33081MH2013PLC181670,CONSTRUCTIONS HEALTHCARE TEXTILES PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,23/12/2013,35471385,12954402,Dissolved,EDUCATION,"E-505, Link Road, Borivali, Maharashtra - 495242",ROC-MUMBAI
U96970MH2001PLC967489,CORPORATIONS TRADING PRIVATE LIMITED,Private,Unlimited Company,State Govt company,07/05/2001,24952637,1399900,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"A-101, MG Road, Andheri, Maharashtra - 491619",ROC-MUMBAI
L39704MH2017PLC221292,ENTERPRISES REALTY LIMITED,Public,Company limited by shares,Non-govt company,17/09/2017,41170479,18742808,Under Liquidation,EDUCATION,"C-303, Link Road, Satellite, Maharashtra - 401148",ROC-MUMBAI
L17749MH2020PLC116265,REALTY OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,02/01/2020,4458707,13621391,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Park Street, Andheri, Maharashtra - 517394",ROC-MUMBAI
L59481MH2009PLC919008,TECH HEALTHCARE LIMITED,One Person Company,Company limited by guarantee,State Govt company,22/07/2009,39187297,20851233,Amalgamated,MANUFACTURING (CHEMICALS),"C-303, Link Road, Andheri, Maharashtra - 410220",ROC-MUMBAI
U81738MH2003OPC526837,CONSULTANCY CORPORATIONS LIMITED,One Person Company,Unlimited Company,Non-govt company,13/06/2003,10356938,20697004,Active,REAL ESTATE ACTIVITIES,"C-303, Brigade Road, Whitefield, Maharashtra - 419838",ROC-MUMBAI
U40632MH2000OPC697086,IMPORTS SERVICES INDIA PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,02/04/2000,11072160,4248703,Active,EDUCATION,"A-101, Link Road, Borivali, Maharashtra - 448797",ROC-MUMBAI
L62099MH2006PLC262720,PHARMA EXPORTS CONSTRUCTIONS LIMITED,Public,Unlimited Company,State Govt company,30/06/2006,42094384,3313251,Dissolved,RETAIL TRADE,"B-202, Anna Salai, Andheri, Maharashtra - 441297",ROC-MUMBAI
U44501MH2007PTC443221,GLOBAL CAPITAL LIMITED,One Person Company,Company limited by shares,Non-govt company,02/02/2007,43328972,14914437,Strike Off,INFORMATION SERVICE ACTIVITIES,"B-202, MG Road, Andheri, Maharashtra - 425958",ROC-MUMBAI
U71038MH2018PTC238452,SYSTEMS TEXTILES PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,21/08/2018,42248849,13220199,Dissolved,FINANCIAL SERVICE ACTIVITIES,"D-404, Anna Salai, Whitefield, Maharashtra - 418116",ROC-MUMBAI
L25985MH2019PLC887123,TECHNOLOGIES FINANCE CHEMICALS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,08/09/2019,24878379,1472147,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"A-101, Park Street, Satellite, Maharashtra - 489594",ROC-MUMBAI
U71535MH2001OPC473387,GLOBAL FOODS PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,20/07/2001,35158089,18289141,Amalgamated,WHOLESALE TRADE,"D-404, Anna Salai, Andheri, Maharashtra - 431372",ROC-MUMBAI
U27851MH2023PTC277416,EDUCATION LIMITED,Private,Unlimited Company,Non-govt company,27/05/2023,40049317,13772711,Dissolved,REAL ESTATE ACTIVITIES,"C-303, Brigade Road, Adyar, Maharashtra - 411171",ROC-MUMBAI
U13313MH2002OPC977381,CONSULTANCY CORPORATIONS EDUCATION OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,06/09/2002,49099249,16141445,Amalgamated,ACCOMMODATION AND FOOD SERVICE,"B-202, Park Street, Satellite, Maharashtra - 471015",ROC-MUMBAI
L89905MH2007PLC929506,SYSTEMS LIMITED,Private,Unlimited Company,Non-govt company,29/04/2007,48423856,4678187,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, MG Road, Whitefield, Maharashtra - 457976",ROC-MUMBAI
L36724MH2015PTC724838,INTERNATIONAL TECH PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,03/05/2015,4183446,7725200,Dissolved,WHOLESALE TRADE,"E-505, Brigade Road, Adyar, Maharashtra - 489182",ROC-MUMBAI
U29320MH2002OPC790510,TEXTILES OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,02/11/2002,42345058,17389822,Strike Off,RETAIL TRADE,"B-202, Link Road, Borivali, Maharashtra - 439661",ROC-MUMBAI
L14961MH2021OPC456056,MANUFACTURING PHARMA LIMITED,One Person Company,Company limited by guarantee,State Govt company,23/02/2021,12046720,6908890,Active,EDUCATION,"B-202, Park Street, Borivali, Maharashtra - 549481",ROC-MUMBAI
L44085MH2023PTC319003,INTERNATIONAL PRIVATE LIMITED,Public,Unlimited Company,State Govt company,09/06/2023,21366656,10562777,Active,ACCOMMODATION AND FOOD SERVICE,"C-303, MG Road, Satellite, Maharashtra - 518198",ROC-MUMBAI
U98045MH2003OPC825496,PHARMA VENTURES PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,05/10/2003,3541848,13849530,Active,EDUCATION,"E-505, Link Road, Andheri, Maharashtra - 463044",ROC-MUMBAI
L28348MH2013OPC357222,IMPORTS PRIVATE LIMITED,Public,Company limited by shares,State Govt company,20/03/2013,36112258,522747,Active,HUMAN HEALTH AND SOCIAL WORK,"B-202, Link Road, Whitefield, Maharashtra - 529478",ROC-MUMBAI
L31750MH2004PLC727864,INDIA TEXTILES LIMITED,Private,Unlimited Company,Non-govt company,12/03/2004,19092377,9858191,Active,MANUFACTURING (CHEMICALS),"C-303, Brigade Road, Satellite, Maharashtra - 440812",ROC-MUMBAI
L86007MH2020PLC807715,CORPORATIONS PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,08/12/2020,2697522,18111482,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Park Street, Andheri, Maharashtra - 539295",ROC-MUMBAI
U74578MH2010OPC721992,TECHNOLOGIES LIMITED,Public,Company limited by guarantee,Non-govt company,21/04/2010,7871477,10413596,Strike Off,MANUFACTURING (TEXTILES),"B-202, Brigade Road, Adyar, Maharashtra - 413833",ROC-MUMBAI
L61142MH2020PTC763258,FOODS PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,26/11/2020,21275469,17638884,Amalgamated,MANUFACTURING (TEXTILES),"B-202, Park Street, Whitefield, Maharashtra - 401554",ROC-MUMBAI
U22315MH2013OPC146497,REALTY PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,24/01/2013,293803,7731644,Active,WHOLESALE TRADE,"D-404, Anna Salai, Whitefield, Maharashtra - 519300",ROC-MUMBAI
U78371MH2002PTC840617,SOLUTIONS INTERNATIONAL LIMITED,Private,Company limited by shares,Non-govt company,04/11/2002,13048183,15862124,Under Liquidation,RETAIL TRADE,"A-101, Brigade Road, Adyar, Maharashtra - 505112",ROC-MUMBAI
L11034MH2006PTC490749,HEALTHCARE OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,14/02/2006,13296049,16170856,Amalgamated,MANUFACTURING (TEXTILES),"E-505, Anna Salai, Andheri, Maharashtra - 505450",ROC-MUMBAI
U26661MH2008PTC242998,EDUCATION SYSTEMS HEALTHCARE LIMITED,Private,Unlimited Company,Non-govt company,17/04/2008,46892637,9347970,Dissolved,REAL ESTATE ACTIVITIES,"A-101, Link Road, Whitefield, Maharashtra - 438438",ROC-MUMBAI
U69181MH2024OPC148379,EXPORTS PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,23/03/2024,8931467,12531614,Amalgamated,CONSTRUCTION,"E-505, Park Street, Satellite, Maharashtra - 529409",ROC-MUMBAI
U97434MH2010PTC141061,FOODS SYSTEMS OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,01/07/2010,47134733,2294895,Amalgamated,INFORMATION SERVICE ACTIVITIES,"D-404, Anna Salai, Whitefield, Maharashtra - 502095",ROC-MUMBAI
L54718MH2019PTC912885,CONSULTANCY INDIA OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,21/09/2019,30677981,12295910,Under Liquidation,RETAIL TRADE,"E-505, MG Road, Andheri, Maharashtra - 542658",ROC-MUMBAI
U88553MH2018PLC755362,SERVICES GLOBAL PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,11/02/2018,23689252,16487837,Active,RETAIL TRADE,"E-505, Park Street, Borivali, Maharashtra - 501196",ROC-MUMBAI
U23917MH2015PTC702772,SOLUTIONS LIMITED,One Person Company,Company limited by guarantee,State Govt company,16/05/2015,5865885,10187119,Dissolved,ACCOMMODATION AND FOOD SERVICE,"A-101, Anna Salai, Adyar, Maharashtra - 447884",ROC-MUMBAI
L24787MH2013OPC538469,PHARMA OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,08/12/2013,16370665,3749776,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, MG Road, Satellite, Maharashtra - 525134",ROC-MUMBAI
U97329MH2001OPC900900,VENTURES INDUSTRIES LIMITED,Private,Unlimited Company,Non-govt company,09/10/2001,14582416,14028415,Under Liquidation,RETAIL TRADE,"C-303, Brigade Road, Borivali, Maharashtra - 417562",ROC-MUMBAI
L25589MH2023OPC160420,TECHNOLOGIES CORPORATIONS GLOBAL LIMITED,One Person Company,Company limited by guarantee,State Govt company,02/01/2023,48332034,18685794,Active,INFORMATION SERVICE ACTIVITIES,"C-303, MG Road, Satellite, Maharashtra - 429639",ROC-MUMBAI
U70868MH2001PLC766060,TRADING LIMITED,Private,Unlimited Company,State Govt company,08/04/2001,13998630,16438386,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Brigade Road, Andheri, Maharashtra - 550904",ROC-MUMBAI
U88506MH2013PLC933601,CORPORATIONS GLOBAL EXPORTS OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,10/05/2013,31893291,16907608,Dissolved,INFORMATION SERVICE ACTIVITIES,"D-404, Anna Salai, Andheri, Maharashtra - 536673",ROC-MUMBAI
U47757MH2012PTC254806,FINANCE INNOVATIONS OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,25/09/2012,47245850,3203876,Under Liquidation,MANUFACTURING (CHEMICALS),"D-404, Anna Salai, Borivali, Maharashtra - 489273",ROC-MUMBAI
L95290MH2021PTC103422,SERVICES CORPORATIONS OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,02/08/2021,15623181,2798164,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"B-202, MG Road, Whitefield, Maharashtra - 530834",ROC-MUMBAI
U67837MH2003PTC772445,INTERNATIONAL FINANCE CORPORATIONS LIMITED,Public,Company limited by shares,Non-govt company,25/01/2003,30236542,11684974,Amalgamated,CONSTRUCTION,"C-303, Brigade Road, Satellite, Maharashtra - 436647",ROC-MUMBAI
U46395MH2013OPC489769,INNOVATIONS IMPORTS MANUFACTURING LIMITED,One Person Company,Unlimited Company,State Govt company,14/03/2013,35223659,21675021,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, Brigade Road, Adyar, Maharashtra - 551859",ROC-MUMBAI
U66730MH2005PTC115985,IMPORTS OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,16/11/2005,36671589,15044826,Active,EDUCATION,"A-101, Link Road, Borivali, Maharashtra - 526121",ROC-MUMBAI
U47046MH2009OPC629609,TECH REALTY INDUSTRIES OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,26/10/2009,49487772,21183851,Under Liquidation,CONSTRUCTION,"A-101, Link Road, Adyar, Maharashtra - 510187",ROC-MUMBAI
U67746MH2009PTC713603,CAPITAL SERVICES LIMITED,Public,Company limited by guarantee,State Govt company,08/01/2009,28709869,12151874,Active,COMPUTER PROGRAMMING,"D-404, Anna Salai, Borivali, Maharashtra - 462718",ROC-MUMBAI
L78630MH2007PTC316695,INTERNATIONAL INNOVATIONS TRADING OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,09/03/2007,40699785,456350,Active,FINANCIAL SERVICE ACTIVITIES,"E-505, Brigade Road, Satellite, Maharashtra - 466155",ROC-MUMBAI
U79752MH2006PTC234045,CONSTRUCTIONS INNOVATIONS DEVELOPERS LIMITED,Public,Company limited by guarantee,Non-govt company,26/09/2006,23177291,13106852,Amalgamated,FINANCIAL SERVICE ACTIVITIES,"B-202, Brigade Road, Adyar, Maharashtra - 466574",ROC-MUMBAI
U52974MH2014OPC105604,SOLUTIONS EXPORTS INDIA PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,26/01/2014,48140600,14503902,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Park Street, Andheri, Maharashtra - 411675",ROC-MUMBAI
L26007MH2003PTC859756,INDUSTRIES PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,25/08/2003,8307659,20201706,Under Liquidation,ACCOMMODATION AND FOOD SERVICE,"C-303, MG Road, Whitefield, Maharashtra - 529114",ROC-MUMBAI
U69632MH2013OPC563614,INTERNATIONAL EDUCATION PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,01/12/2013,48601521,12864784,Dissolved,EDUCATION,"C-303, Park Street, Satellite, Maharashtra - 442526",ROC-MUMBAI
L13934MH2019OPC112576,DEVELOPERS EXPORTS REALTY PRIVATE LIMITED,Public,Unlimited Company,State Govt company,29/10/2019,19511373,15894442,Active,MANUFACTURING (TEXTILES),"C-303, Brigade Road, Borivali, Maharashtra - 548836",ROC-MUMBAI
