ROC_CODE,CIN,PRINCIPAL_BUSINESS_ACTIVITY,STATE,COMPANY_SUB_CATEGORY,AUTHORIZED_CAPITAL,COMPANY_NAME,REGISTERED_OFFICE_ADDRESS,PAIDUP_CAPITAL,COMPANY_CATEGORY,DATE_OF_INCORPORATION,COMPANY_CLASS,COMPANY_STATUS,DATA_QUALITY_SCORE,LAST_UPDATED,RECORD_ID,INTEGRATION_DATE,SOURCE
ROC-BANGALORE,L89763KA2012PLC665842,COMPUTER PROGRAMMING,Karnataka,Non-govt company,5637701.0,TECH LIMITED,"C-303, Anna Salai, Satellite, Karnataka - 555125",20235095.0,Company limited by shares,2012-01-04,Private,AMALGAMATED,1.0,2025-10-19 09:59:14.998466,1f319f289a,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L85234KA2018PLC377175,INFORMATION SERVICE ACTIVITIES,Karnataka,Non-govt company,12859142.0,TECHNOLOGIES EDUCATION LIMITED,"E-505, Park Street, Andheri, Karnataka - 503893",18938671.0,Company limited by guarantee,2018-08-17,One Person Company,DISSOLVED,1.0,2025-10-19 09:59:14.998466,398ab0d3c9,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U85665KA2015PLC226575,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Karnataka,State Govt company,25032637.0,INDUSTRIES TECHNOLOGIES SERVICES PRIVATE LIMITED,"A-101, Park Street, Borivali, Karnataka - 545870",18450055.0,Company limited by shares,2015-06-03,Public,STRIKE OFF,1.0,2025-10-19 09:59:14.998466,bc29a582a8,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L16202KA2008PTC343527,INFORMATION SERVICE ACTIVITIES,Karnataka,Non-govt company,3911078.0,INDIA DEVELOPERS LIMITED,"B-202, Park Street, Whitefield, Karnataka - 554304",14979681.0,Company limited by shares,2008-09-07,Private,AMALGAMATED,1.0,2025-10-19 09:59:14.998466,2bfab16fcb,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U19613KA2022OPC555552,MANUFACTURING (CHEMICALS),Karnataka,Non-govt company,4020410.0,TRADING VENTURES REALTY OPC PRIVATE LIMITED,"D-404, Link Road, Andheri, Karnataka - 402371",13851481.0,Company limited by guarantee,2022-07-15,Public,AMALGAMATED,1.0,2025-10-19 09:59:14.998466,5811e96ded,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U82372KA2023PLC615439,FINANCIAL SERVICE ACTIVITIES,Karnataka,State Govt company,27540490.0,SOLUTIONS PRIVATE LIMITED,"D-404, Park Street, Andheri, Karnataka - 405911",6990885.0,Company limited by guarantee,2023-05-09,Public,STRIKE OFF,1.0,2025-10-19 09:59:14.998466,3b60adf5d5,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L75578KA2009PTC995758,MANUFACTURING (FOOD PRODUCTS),Karnataka,State Govt company,27277658.0,DEVELOPERS LIMITED,"A-101, Anna Salai, Whitefield, Karnataka - 531700",13559569.0,Company limited by guarantee,2009-02-24,Public,STRIKE OFF,1.0,2025-10-19 09:59:14.998466,3e816b8ad3,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L56575KA2011PLC496811,EDUCATION,Karnataka,Non-govt company,35337564.0,FINANCE PRIVATE LIMITED,"B-202, Brigade Road, Borivali, Karnataka - 498291",3171049.0,Company limited by shares,2011-06-17,Private,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.998466,f9860f2a23,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L23847KA2022PTC312375,INFORMATION SERVICE ACTIVITIES,Karnataka,Non-govt company,48002760.0,CONSULTANCY REALTY MANUFACTURING LIMITED,"A-101, Link Road, Satellite, Karnataka - 503298",17410012.0,Company limited by guarantee,2022-05-04,Public,DISSOLVED,1.0,2025-10-19 09:59:14.998466,7ef4928cdb,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U71901KA2013PLC176729,MANUFACTURING (FOOD PRODUCTS),Karnataka,Non-govt company,43173799.0,SERVICES SOLUTIONS LIMITED,"A-101, Brigade Road, Whitefield, Karnataka - 412897",76190.0,Company limited by shares,2013-08-22,Private,AMALGAMATED,1.0,2025-10-19 09:59:14.998466,09423fe017,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U40548KA2009PLC231878,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Karnataka,Non-govt company,5214007.0,FOODS LIMITED,"D-404, Park Street, Andheri, Karnataka - 534821",11815331.0,Company limited by shares,2009-07-01,One Person Company,STRIKE OFF,1.0,2025-10-19 09:59:14.998466,551e031fc2,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U88260KA2006PLC733150,MANUFACTURING (FOOD PRODUCTS),Karnataka,Non-govt company,23660287.0,SYSTEMS PRIVATE LIMITED,"E-505, Brigade Road, Satellite, Karnataka - 453323",16518525.0,Company limited by shares,2006-03-28,Private,AMALGAMATED,1.0,2025-10-19 09:59:14.998466,3bbdc2e5e8,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L60153KA2020PTC420118,RETAIL TRADE,Karnataka,Non-govt company,11239143.0,TRADING ENTERPRISES TECH LIMITED,"C-303, Park Street, Adyar, Karnataka - 541987",16386984.0,Company limited by shares,2020-04-12,One Person Company,STRIKE OFF,1.0,2025-10-19 09:59:14.998466,08d1bceadf,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U80750KA2012OPC342880,EDUCATION,Karnataka,State Govt company,42182850.0,INNOVATIONS OPC PRIVATE LIMITED,"C-303, MG Road, Andheri, Karnataka - 477370",13644693.0,Company limited by guarantee,2012-07-01,One Person Company,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.998466,b0c7ee2f55,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L64736KA2006PTC336122,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Karnataka,Non-govt company,6315692.0,TECHNOLOGIES LIMITED,"C-303, Anna Salai, Whitefield, Karnataka - 416067",13721171.0,Company limited by shares,2006-11-18,Public,STRIKE OFF,1.0,2025-10-19 09:59:14.998466,2e57d76e9b,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L43298KA2010PLC407018,HUMAN HEALTH AND SOCIAL WORK,Karnataka,Non-govt company,6939137.0,GLOBAL PRIVATE LIMITED,"C-303, MG Road, Satellite, Karnataka - 549546",18342177.0,Unlimited Company,2010-04-24,One Person Company,AMALGAMATED,1.0,2025-10-19 09:59:14.998466,0ae7959b37,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L96995KA2013PLC361607,RETAIL TRADE,Karnataka,Non-govt company,41588114.0,TECH REALTY PRIVATE LIMITED,"C-303, Brigade Road, Borivali, Karnataka - 549335",14102674.0,Company limited by shares,2013-05-26,One Person Company,ACTIVE,1.0,2025-10-19 09:59:14.998466,680fafca19,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U32580KA2020OPC993401,HUMAN HEALTH AND SOCIAL WORK,Karnataka,State Govt company,47098477.0,TEXTILES INVESTMENTS LIMITED,"C-303, Anna Salai, Adyar, Karnataka - 436144",4668775.0,Company limited by guarantee,2020-07-16,Private,DISSOLVED,1.0,2025-10-19 09:59:14.998466,0a126b0c38,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L17981KA2000OPC196083,MANUFACTURING (TEXTILES),Karnataka,State Govt company,49292826.0,EDUCATION LIMITED,"B-202, Brigade Road, Andheri, Karnataka - 512714",11135781.0,Unlimited Company,2000-10-01,One Person Company,ACTIVE,1.0,2025-10-19 09:59:14.998466,7fd6a843f9,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L82399KA2001PTC585789,WHOLESALE TRADE,Karnataka,Non-govt company,32756670.0,CAPITAL HEALTHCARE CONSULTANCY OPC PRIVATE LIMITED,"A-101, MG Road, Andheri, Karnataka - 505537",22314330.0,Unlimited Company,2001-12-27,Private,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.998466,51959b0c45,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L94248KA2014PTC174948,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Karnataka,Non-govt company,45555432.0,SERVICES IMPORTS REALTY PRIVATE LIMITED,"E-505, Link Road, Borivali, Karnataka - 452391",12244435.0,Unlimited Company,2014-10-26,Public,AMALGAMATED,1.0,2025-10-19 09:59:14.998466,cb21fe8784,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U85968KA2015PTC805427,RETAIL TRADE,Karnataka,State Govt company,16753760.0,TEXTILES MANUFACTURING OPC PRIVATE LIMITED,"C-303, MG Road, Adyar, Karnataka - 527933",1917882.0,Company limited by shares,2015-10-29,Private,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.998466,3d712ab14e,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U80752KA2012PTC215885,REAL ESTATE ACTIVITIES,Karnataka,Non-govt company,9121283.0,EXPORTS PRIVATE LIMITED,"B-202, Link Road, Whitefield, Karnataka - 472880",8401845.0,Company limited by shares,2012-05-23,One Person Company,STRIKE OFF,1.0,2025-10-19 09:59:14.998466,4e2187d00f,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L57608KA2013OPC800987,REAL ESTATE ACTIVITIES,Karnataka,Non-govt company,4118181.0,SOLUTIONS VENTURES CONSTRUCTIONS OPC PRIVATE LIMITED,"E-505, MG Road, Borivali, Karnataka - 442651",14620749.0,Company limited by shares,2013-05-15,Public,ACTIVE,1.0,2025-10-19 09:59:14.998466,5f770e2aac,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L24252KA2001PLC458911,INFORMATION SERVICE ACTIVITIES,Karnataka,State Govt company,12867504.0,SOLUTIONS SERVICES PRIVATE LIMITED,"E-505, Brigade Road, Adyar, Karnataka - 494793",16217176.0,Company limited by guarantee,2001-09-08,Private,ACTIVE,1.0,2025-10-19 09:59:14.998466,92375b44c3,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L98895KA2006OPC382097,CONSTRUCTION,Karnataka,State Govt company,37530113.0,REALTY OPC PRIVATE LIMITED,"B-202, Link Road, Whitefield, Karnataka - 498141",15532109.0,Company limited by guarantee,2006-03-18,Private,AMALGAMATED,1.0,2025-10-19 09:59:14.998466,81a5b6cef1,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U40168KA2021PLC729755,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Karnataka,Non-govt company,30691190.0,SOLUTIONS FOODS EXPORTS PRIVATE LIMITED,"D-404, MG Road, Adyar, Karnataka - 521639",10440638.0,Unlimited Company,2021-07-21,Public,STRIKE OFF,1.0,2025-10-19 09:59:14.998466,1a253aced4,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U67296KA2023PTC577220,MANUFACTURING (TEXTILES),Karnataka,State Govt company,48024745.0,CONSULTANCY CONSTRUCTIONS PRIVATE LIMITED,"C-303, MG Road, Adyar, Karnataka - 459483",2920657.0,Company limited by shares,2023-09-02,Public,ACTIVE,1.0,2025-10-19 09:59:14.998466,6a3b336936,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U23484KA2006PLC167484,REAL ESTATE ACTIVITIES,Karnataka,State Govt company,10037041.0,GLOBAL TECHNOLOGIES PRIVATE LIMITED,"B-202, Brigade Road, Satellite, Karnataka - 550095",22269967.0,Company limited by guarantee,2006-07-11,Private,ACTIVE,1.0,2025-10-19 09:59:14.998466,16a2759618,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L12771KA2011PLC795462,RETAIL TRADE,Karnataka,Non-govt company,763066.0,FOODS OPC PRIVATE LIMITED,"E-505, Park Street, Adyar, Karnataka - 539337",8912693.0,Company limited by guarantee,2011-08-31,One Person Company,AMALGAMATED,1.0,2025-10-19 09:59:14.998466,88008ab444,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L23889KA2009PLC321685,REAL ESTATE ACTIVITIES,Karnataka,Non-govt company,8658015.0,CAPITAL INVESTMENTS CORPORATIONS LIMITED,"A-101, Anna Salai, Adyar, Karnataka - 406582",3622708.0,Company limited by guarantee,2009-12-07,Private,ACTIVE,1.0,2025-10-19 09:59:14.998466,1cc185db0d,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L57269KA2000PLC472267,RETAIL TRADE,Karnataka,State Govt company,958772.0,REALTY MANUFACTURING PRIVATE LIMITED,"E-505, Link Road, Borivali, Karnataka - 511040",23954895.0,Company limited by guarantee,2000-05-02,Private,DISSOLVED,1.0,2025-10-19 09:59:14.998466,6e3d5439e0,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L78581KA2001OPC950513,RETAIL TRADE,Karnataka,State Govt company,40055127.0,SOLUTIONS LIMITED,"E-505, Link Road, Satellite, Karnataka - 401603",2778298.0,Company limited by shares,2001-07-04,Private,ACTIVE,1.0,2025-10-19 09:59:14.998466,fe6aec2b5d,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L19453KA2011PTC718643,MANUFACTURING (CHEMICALS),Karnataka,State Govt company,38975852.0,TECH SERVICES INVESTMENTS PRIVATE LIMITED,"B-202, Brigade Road, Satellite, Karnataka - 496488",17784874.0,Unlimited Company,2011-06-26,One Person Company,AMALGAMATED,1.0,2025-10-19 09:59:14.998466,9a4b40d21f,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L33186KA2008OPC173467,HUMAN HEALTH AND SOCIAL WORK,Karnataka,State Govt company,6311211.0,SYSTEMS EDUCATION MANUFACTURING LIMITED,"A-101, Link Road, Satellite, Karnataka - 485245",23310734.0,Unlimited Company,2008-05-13,Public,STRIKE OFF,1.0,2025-10-19 09:59:14.998466,3a17d06296,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L20296KA2003PLC241769,MANUFACTURING (TEXTILES),Karnataka,Non-govt company,44939077.0,ENTERPRISES TECH LIMITED,"A-101, Link Road, Whitefield, Karnataka - 453543",10863918.0,Company limited by shares,2003-05-17,Private,AMALGAMATED,1.0,2025-10-19 09:59:14.998466,2914b1b9de,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L59016KA2007PLC555125,INFORMATION SERVICE ACTIVITIES,Karnataka,Non-govt company,20203950.0,INNOVATIONS LIMITED,"E-505, MG Road, Whitefield, Karnataka - 442029",914603.0,Unlimited Company,2007-11-28,Private,STRIKE OFF,1.0,2025-10-19 09:59:14.998466,c1ae0d5686,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L95585KA2018PTC405194,COMPUTER PROGRAMMING,Karnataka,State Govt company,32602696.0,INNOVATIONS FINANCE CONSULTANCY OPC PRIVATE LIMITED,"C-303, MG Road, Whitefield, Karnataka - 442512",4710315.0,Company limited by shares,2018-08-14,One Person Company,AMALGAMATED,1.0,2025-10-19 09:59:14.998466,c3a2948080,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L32442KA2002PLC179517,RETAIL TRADE,Karnataka,State Govt company,24096861.0,ENTERPRISES SERVICES CORPORATIONS PRIVATE LIMITED,"D-404, Anna Salai, Andheri, Karnataka - 455513",4201137.0,Company limited by shares,2002-03-29,Private,DISSOLVED,1.0,2025-10-19 09:59:14.998466,868875c812,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U92157KA2014OPC346861,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Karnataka,Non-govt company,48309148.0,SOLUTIONS INVESTMENTS REALTY LIMITED,"D-404, MG Road, Andheri, Karnataka - 468877",7452432.0,Unlimited Company,2014-09-27,Public,DISSOLVED,1.0,2025-10-19 09:59:14.998466,329b4b0a82,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L54300KA2015PLC446450,CONSTRUCTION,Karnataka,State Govt company,14511712.0,CONSULTANCY TEXTILES LIMITED,"E-505, Park Street, Whitefield, Karnataka - 501533",17998621.0,Company limited by shares,2015-05-13,Public,STRIKE OFF,1.0,2025-10-19 09:59:14.998466,e7feb452e2,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U74266KA2016OPC845951,WHOLESALE TRADE,Karnataka,State Govt company,3535284.0,PHARMA LIMITED,"D-404, Park Street, Satellite, Karnataka - 429955",11008179.0,Company limited by guarantee,2016-08-21,Public,ACTIVE,1.0,2025-10-19 09:59:14.998466,e83743ba87,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U74137KA2012PLC144739,INFORMATION SERVICE ACTIVITIES,Karnataka,State Govt company,49159632.0,FOODS TEXTILES LIMITED,"A-101, Park Street, Andheri, Karnataka - 414625",16952951.0,Company limited by shares,2012-08-14,Public,ACTIVE,1.0,2025-10-19 09:59:14.998466,924485b6cc,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L69937KA2012PTC913211,MANUFACTURING (FOOD PRODUCTS),Karnataka,Non-govt company,29516885.0,REALTY FINANCE LIMITED,"B-202, Anna Salai, Borivali, Karnataka - 492509",16878631.0,Company limited by shares,2012-05-27,One Person Company,DISSOLVED,1.0,2025-10-19 09:59:14.998466,ac93049d92,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L34434KA2002PLC809147,ACCOMMODATION AND FOOD SERVICE,Karnataka,Non-govt company,17361118.0,INTERNATIONAL SOLUTIONS CHEMICALS LIMITED,"A-101, Anna Salai, Adyar, Karnataka - 427820",16015643.0,Unlimited Company,2002-11-17,Public,AMALGAMATED,1.0,2025-10-19 09:59:14.998466,5aa1f3ec2d,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L40726KA2020PLC252025,MANUFACTURING (CHEMICALS),Karnataka,Non-govt company,34600759.0,VENTURES GLOBAL LIMITED,"E-505, Anna Salai, Whitefield, Karnataka - 518016",3794735.0,Company limited by guarantee,2020-11-06,Private,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.998466,2c9066969b,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L95074KA2001PTC886405,INFORMATION SERVICE ACTIVITIES,Karnataka,State Govt company,7083279.0,GLOBAL MANUFACTURING LIMITED,"B-202, Link Road, Whitefield, Karnataka - 425175",16384887.0,Unlimited Company,2001-01-03,Private,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.998466,13e525788a,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L82325KA2022PTC705226,WHOLESALE TRADE,Karnataka,Non-govt company,9966061.0,CORPORATIONS CHEMICALS LIMITED,"B-202, Link Road, Satellite, Karnataka - 429971",16930806.0,Unlimited Company,2022-12-23,Private,AMALGAMATED,1.0,2025-10-19 09:59:14.998466,0ba45e9c18,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U88584KA2012PTC644097,MANUFACTURING (CHEMICALS),Karnataka,Non-govt company,10723925.0,REALTY TECHNOLOGIES SOLUTIONS PRIVATE LIMITED,"D-404, Park Street, Adyar, Karnataka - 445203",15544312.0,Company limited by guarantee,2012-11-24,Public,AMALGAMATED,1.0,2025-10-19 09:59:14.998466,8dec0085f3,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L60491KA2008PTC814211,MANUFACTURING (TEXTILES),Karnataka,State Govt company,24867905.0,MANUFACTURING CORPORATIONS LIMITED,"E-505, Park Street, Adyar, Karnataka - 494275",378365.0,Unlimited Company,2008-06-15,Private,DISSOLVED,1.0,2025-10-19 09:59:14.998466,d88034902f,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U70481KA2021PTC384548,COMPUTER PROGRAMMING,Karnataka,Non-govt company,47487208.0,SOLUTIONS PHARMA CAPITAL OPC PRIVATE LIMITED,"D-404, Link Road, Satellite, Karnataka - 523630",5145742.0,Company limited by shares,2021-04-14,Public,ACTIVE,1.0,2025-10-19 09:59:14.998466,ffea04704d,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U10466KA2008PLC557663,WHOLESALE TRADE,Karnataka,Non-govt company,18842163.0,CONSTRUCTIONS TRADING PRIVATE LIMITED,"A-101, Park Street, Borivali, Karnataka - 497179",3016242.0,Company limited by guarantee,2008-06-06,One Person Company,STRIKE OFF,1.0,2025-10-19 09:59:14.998466,c49a82910f,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L26497KA2005OPC352221,EDUCATION,Karnataka,State Govt company,7871703.0,TECHNOLOGIES INVESTMENTS LIMITED,"A-101, Anna Salai, Whitefield, Karnataka - 505709",13335745.0,Unlimited Company,2005-05-03,One Person Company,DISSOLVED,1.0,2025-10-19 09:59:14.998466,1eb7ead1a3,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U19896KA2021OPC603513,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Karnataka,Non-govt company,45445043.0,TECH PRIVATE LIMITED,"C-303, Anna Salai, Adyar, Karnataka - 424813",20021835.0,Unlimited Company,2021-01-25,Private,AMALGAMATED,1.0,2025-10-19 09:59:14.998466,4ca98331df,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U78033KA2020OPC149456,FINANCIAL SERVICE ACTIVITIES,Karnataka,State Govt company,41587826.0,TEXTILES MANUFACTURING CAPITAL PRIVATE LIMITED,"E-505, Brigade Road, Borivali, Karnataka - 514636",2614859.0,Unlimited Company,2020-07-17,Public,ACTIVE,1.0,2025-10-19 09:59:14.998466,226e08779c,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U49326KA2002PTC510153,INFORMATION SERVICE ACTIVITIES,Karnataka,State Govt company,4572487.0,SERVICES CAPITAL LIMITED,"B-202, Link Road, Whitefield, Karnataka - 488513",5869247.0,Unlimited Company,2002-08-26,Private,ACTIVE,1.0,2025-10-19 09:59:14.998466,9ecde33c07,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U68579KA2024PTC992552,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Karnataka,State Govt company,23552738.0,INDIA INVESTMENTS MANUFACTURING PRIVATE LIMITED,"C-303, Anna Salai, Adyar, Karnataka - 449291",6221152.0,Company limited by guarantee,2024-04-04,Public,AMALGAMATED,1.0,2025-10-19 09:59:14.998466,18082a168e,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L80484KA2013PLC782748,WHOLESALE TRADE,Karnataka,Non-govt company,8675029.0,TECHNOLOGIES GLOBAL REALTY PRIVATE LIMITED,"B-202, Anna Salai, Andheri, Karnataka - 475351",1685687.0,Unlimited Company,2013-04-19,One Person Company,DISSOLVED,1.0,2025-10-19 09:59:14.998466,182f3a4814,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L44294KA2003PTC556083,RETAIL TRADE,Karnataka,State Govt company,23141994.0,INDIA INVESTMENTS LIMITED,"B-202, Park Street, Whitefield, Karnataka - 529493",19282695.0,Unlimited Company,2003-02-08,One Person Company,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.998466,f83b5493a3,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U23684KA2020PLC753203,COMPUTER PROGRAMMING,Karnataka,Non-govt company,49223313.0,SERVICES MANUFACTURING LIMITED,"E-505, Link Road, Andheri, Karnataka - 412723",14297846.0,Unlimited Company,2020-01-12,Private,AMALGAMATED,1.0,2025-10-19 09:59:14.998466,259e361891,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L43705KA2005PLC837282,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Karnataka,State Govt company,23169765.0,INNOVATIONS INVESTMENTS CONSULTANCY LIMITED,"C-303, Link Road, Satellite, Karnataka - 427304",19484062.0,Company limited by shares,2005-05-01,One Person Company,DISSOLVED,1.0,2025-10-19 09:59:14.998466,5a3a949bc5,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U64539KA2002PTC210192,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Karnataka,Non-govt company,30782863.0,EDUCATION CHEMICALS LIMITED,"D-404, Brigade Road, Andheri, Karnataka - 408513",24503022.0,Company limited by guarantee,2002-10-05,One Person Company,ACTIVE,1.0,2025-10-19 09:59:14.998466,f311e89b45,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L67663KA2002OPC906148,MANUFACTURING (CHEMICALS),Karnataka,Non-govt company,48005081.0,MANUFACTURING GLOBAL INNOVATIONS OPC PRIVATE LIMITED,"A-101, Brigade Road, Whitefield, Karnataka - 450183",16776508.0,Company limited by guarantee,2002-07-11,Public,ACTIVE,1.0,2025-10-19 09:59:14.998466,b4c16a7639,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U96157KA2015PLC697230,COMPUTER PROGRAMMING,Karnataka,Non-govt company,20090804.0,TECH DEVELOPERS OPC PRIVATE LIMITED,"A-101, MG Road, Whitefield, Karnataka - 470629",13156761.0,Company limited by shares,2015-03-10,One Person Company,STRIKE OFF,1.0,2025-10-19 09:59:14.998466,2e2155ddc0,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,L36074KA2010OPC479405,HUMAN HEALTH AND SOCIAL WORK,Karnataka,State Govt company,24979454.0,CONSTRUCTIONS PHARMA VENTURES LIMITED,"B-202, Park Street, Adyar, Karnataka - 421175",12526949.0,Company limited by shares,2010-04-17,Private,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.998466,ca395729c0,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U36971KA2003PTC786441,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Karnataka,Non-govt company,32149289.0,INVESTMENTS GLOBAL EDUCATION LIMITED,"C-303, Brigade Road, Satellite, Karnataka - 499159",13465480.0,Company limited by guarantee,2003-11-12,Public,DISSOLVED,1.0,2025-10-19 09:59:14.998466,7c62d032c4,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U81643KA2006PLC319881,FINANCIAL SERVICE ACTIVITIES,Karnataka,State Govt company,10160164.0,CORPORATIONS INVESTMENTS ENTERPRISES LIMITED,"D-404, Anna Salai, Borivali, Karnataka - 434642",14519015.0,Company limited by shares,2006-10-16,One Person Company,AMALGAMATED,1.0,2025-10-19 09:59:14.998466,14709b0d22,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U20682KA2019OPC889935,MANUFACTURING (CHEMICALS),Karnataka,Non-govt company,7736216.0,TRADING TECH GLOBAL PRIVATE LIMITED,"C-303, Anna Salai, Satellite, Karnataka - 400633",7029589.0,Unlimited Company,2019-11-07,Public,STRIKE OFF,1.0,2025-10-19 09:59:14.998466,0291500c8a,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-BANGALORE,U13409KA2016OPC254931,INFORMATION SERVICE ACTIVITIES,Karnataka,Non-govt company,40306848.0,CORPORATIONS TEXTILES OPC PRIVATE LIMITED,"B-202, MG Road, Satellite, Karnataka - 458774",15088707.0,Company limited by guarantee,2016-11-26,Private,ACTIVE,1.0,2025-10-19 09:59:14.998466,60738d6ee3,2025-10-19 09:59:15.005901,MCA_MASTER
